,Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
28,Holmström,Oscar,18-39,FIN,8508,29,02:26:26,8786,2022,M
29,De los reyes velasco,Daniel,18-39,ESP,2778,30,02:26:48,8808,2022,M
30,Baez,Lucas,18-39,ARG,9178,31,02:26:50,8810,2022,M
31,King,Gareth,40-44,GBR,1384,32,02:27:10,8830,2022,M
32,Zioini,Badre,45-49,FRA,4153,33,02:27:15,8835,2022,M
33,Innocenti,Mark,40-44,GBR,1398,34,02:27:19,8839,2022,M
34,Mason,Chris,18-39,GBR,1271,35,02:27:23,8843,2022,M
35,Fox,Michael,18-39,GBR,10100,36,02:27:28,8848,2022,M
36,Heron,Ben,18-39,GBR,1285,37,02:27:31,8851,2022,M
37,Barcelli,Andrea,18-39,ITA,1309,38,02:27:39,8859,2022,M
38,Penny,Blaine,45-49,CAN,611,39,02:27:40,8860,2022,M
39,Diamond,Edward,18-39,GBR,1452,40,02:27:50,8870,2022,M
40,Sato,Toyoki,40-44,JPN,608,41,02:27:51,8871,2022,M
41,Suthon,George,18-39,GBR,1303,42,02:28:01,8881,2022,M
42,Odentz,Aaron,18-39,GBR,1283,43,02:28:03,8883,2022,M
43,Mckelvie,Mark,18-39,GBR,1290,44,02:28:06,8886,2022,M
44,Elbayan,Mohammed,18-39,CHA,1291,45,02:28:11,8891,2022,M
45,Smale,David,18-39,GBR,1324,46,02:28:11,8891,2022,M
46,Scott,Rob,18-39,GBR,1269,47,02:28:15,8895,2022,M
47,Hudson,David,40-44,GBR,1286,48,02:28:17,8897,2022,M
48,Windley,Tristan,18-39,GBR,1282,49,02:28:25,8905,2022,M
49,Gordon,John,18-39,GBR,1273,50,02:28:32,8912,2022,M
50,Quarta,Luca,40-44,ITA,612,51,02:28:32,8912,2022,M
51,Alvarez,Recio,40-44,DOM,3739,52,02:28:34,8914,2022,M
52,Mcclements,Neil,18-39,GBR,1292,53,02:28:37,8917,2022,M
53,Lawrence,David,18-39,GBR,1348,54,02:28:38,8918,2022,M
54,Landers,Jacob,18-39,GBR,4363,55,02:28:40,8920,2022,M
55,Wat,King long,18-39,HKG,6474,56,02:28:48,8928,2022,M
56,Greenleaf,Andrew,40-44,GBR,1341,57,02:28:48,8928,2022,M
57,Harding,Ian,40-44,GBR,1352,58,02:28:56,8936,2022,M
58,Barnes,Andrew,18-39,GBR,1375,59,02:29:03,8943,2022,M
59,Besson,Nicolas,40-44,FRA,1281,60,02:29:06,8946,2022,M
60,Soszka,Marcin,18-39,POL,1257,61,02:29:09,8949,2022,M
61,Hartley,Joe,18-39,GBR,1390,62,02:29:14,8954,2022,M
62,Darby,Alan,18-39,GBR,1373,63,02:29:20,8960,2022,M
63,Goldsworthy,Luke,18-39,GBR,4223,64,02:29:25,8965,2022,M
64,Roberts,Tomos,18-39,GBR,1307,65,02:29:33,8973,2022,M
65,Bruchhausen,Chris,18-39,RSA,9937,66,02:29:34,8974,2022,M
66,Hockin,Nigel,18-39,GBR,1293,67,02:29:42,8982,2022,M
67,Mcdowell,Jasper,18-39,GBR,1311,68,02:29:43,8983,2022,M
68,Fawcett,Chris,18-39,GBR,1345,69,02:29:47,8987,2022,M
69,Davidson,Aran,18-39,GBR,1316,70,02:29:50,8990,2022,M
70,Rodgers,Lewis,18-39,GBR,1266,71,02:29:51,8991,2022,M
71,Skelly,Jordan,18-39,GBR,1256,72,02:29:52,8992,2022,M
72,Fairbrother,Tom,18-39,GBR,1369,73,02:29:53,8993,2022,M
73,Hurrell,James,18-39,GBR,1354,74,02:29:54,8994,2022,M
74,Hodgson,Adam,18-39,GBR,4142,75,02:29:55,8995,2022,M
75,Macdonald,James,40-44,GBR,1330,76,02:29:56,8996,2022,M
76,Snow,Matthew,18-39,GBR,1360,77,02:30:00,9000,2022,M
77,Coates,Peter,18-39,GBR,1406,78,02:30:02,9002,2022,M
78,Condlyffe,James,18-39,GBR,5361,79,02:30:09,9009,2022,M
79,Green,Will,45-49,GBR,1300,80,02:30:26,9026,2022,M
80,Fraquelli,Andrea,18-39,GBR,1284,81,02:30:27,9027,2022,M
81,Bates,Simeon,18-39,GBR,1297,82,02:30:27,9027,2022,M
82,Duncan,Ben,18-39,GBR,1317,83,02:30:27,9027,2022,M
83,Ferguson,Andrew,18-39,GBR,1340,84,02:30:29,9029,2022,M
84,Hillebrand,Christoph,40-44,GER,614,85,02:30:37,9037,2022,M
85,Anis,Chefirat,45-49,FRA,6575,86,02:30:47,9047,2022,M
86,Houlton,Joseph,18-39,GBR,1428,87,02:30:48,9048,2022,M
87,Bailey,Ian,18-39,GBR,1327,88,02:30:53,9053,2022,M
88,Horman,James,40-44,GBR,1460,89,02:30:54,9054,2022,M
89,Pannell,Will,18-39,GBR,1414,90,02:31:07,9067,2022,M
90,Kidd,Jack,18-39,GBR,1353,91,02:31:31,9091,2022,M
91,Read,Harrison,18-39,GBR,1351,92,02:31:32,9092,2022,M
92,Baynton,Lee,18-39,GBR,1421,93,02:31:38,9098,2022,M
93,Russell,Ryan,18-39,CAN,9246,94,02:31:40,9100,2022,M
94,Mckinnon,David,18-39,GBR,2819,95,02:31:40,9100,2022,M
95,Talleri,William,45-49,ITA,617,96,02:31:45,9105,2022,M
96,Schout,Luc,18-39,NED,8407,97,02:31:49,9109,2022,M
97,O' donnell,Paddy,18-39,IRL,1405,98,02:31:53,9113,2022,M
98,Deighan,John christian,18-39,NOR,6532,99,02:31:54,9114,2022,M
99,Loveridge,Wayne,18-39,GBR,1371,100,02:31:54,9114,2022,M
