,Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
0,Kawauchi,Yuki,18-39,JPN,2026,1,02:13:18,7998,2023,M
1,Lepretre,Alexander,18-39,GBR,1094,2,02:15:01,8101,2023,M
2,Hoad,James,18-39,GBR,1640,3,02:18:38,8318,2023,M
3,Abdulaziz,Ebrahim,40-44,NOR,5944,4,02:18:41,8321,2023,M
4,Hogan,Sean,18-39,GBR,1481,5,02:18:47,8327,2023,M
5,Mendez cruz,Mauricio,18-39,MEX,5947,6,02:19:08,8348,2023,M
6,Sandison,Charlie,18-39,GBR,1597,7,02:19:22,8362,2023,M
7,Gilbert,John,40-44,GBR,1243,8,02:19:28,8368,2023,M
8,Bovingdon,Ed,18-39,GBR,1774,9,02:20:01,8401,2023,M
9,Parisi,Luca,18-39,ITA,5945,10,02:20:31,8431,2023,M
10,Tilley,James,18-39,GBR,1254,11,02:21:04,8464,2023,M
11,Kevern,Neil,18-39,GBR,1969,12,02:21:10,8470,2023,M
12,Bishop,David,18-39,GBR,1655,13,02:21:30,8490,2023,M
13,Rathbun,Stephen,18-39,USA,2022,14,02:21:34,8494,2023,M
14,Robinson,Peter,18-39,GBR,1695,15,02:22:30,8550,2023,M
15,Blake,Stephen,18-39,GBR,1930,16,02:22:34,8554,2023,M
16,Miell-ingram,Alexander,18-39,GBR,1117,17,02:22:43,8563,2023,M
17,Aldridge,Liam,18-39,GBR,1980,18,02:22:43,8563,2023,M
18,Garrod,Ollie,18-39,GBR,1614,19,02:22:49,8569,2023,M
19,Clarke,Will,18-39,GBR,1276,20,02:22:51,8571,2023,M
20,Bromley,Jack,18-39,GBR,1768,21,02:22:54,8574,2023,M
21,Barry,Nicholas,18-39,GBR,1749,22,02:22:55,8575,2023,M
22,Bagley,Daniel,18-39,GBR,1105,23,02:22:56,8576,2023,M
23,Sagar,Joe,18-39,GBR,1307,24,02:23:04,8584,2023,M
24,Nicholls,Maximilian,18-39,GBR,2462,25,02:23:10,8590,2023,M
25,Ellis,James,18-39,GBR,1581,26,02:23:29,8609,2023,M
26,Tomlinson,Gavin,40-44,GBR,1377,27,02:23:41,8621,2023,M
27,Collier,Jonathan,18-39,GBR,1473,28,02:23:52,8632,2023,M
28,Hall,Jason,18-39,GBR,1163,29,02:24:18,8658,2023,M
29,Bampton,Alex,18-39,GBR,1755,30,02:24:22,8662,2023,M
30,Mccambridge,Conal,18-39,IRL,1486,31,02:24:27,8667,2023,M
31,Mctaggart,Robert,18-39,GBR,1412,32,02:24:30,8670,2023,M
32,Martin,Patrick,40-44,GBR,1899,33,02:24:31,8671,2023,M
33,Castro varela,Angel,18-39,ESP,5948,34,02:24:36,8676,2023,M
34,Watson,Matthew,40-44,GBR,2460,35,02:24:38,8678,2023,M
35,Eccles,Michael,40-44,GBR,1577,36,02:24:44,8684,2023,M
36,Smale,David,18-39,GBR,1092,37,02:24:45,8685,2023,M
37,Hashi,Mohamed,18-39,GBR,1511,38,02:24:47,8687,2023,M
38,Goldsworthy,Luke,18-39,GBR,2474,39,02:25:01,8701,2023,M
39,Mckelvie,Mark,18-39,GBR,1921,40,02:25:04,8704,2023,M
40,Hensley,Matt,18-39,USA,1089,41,02:25:12,8712,2023,M
41,Davies,Lee,18-39,GBR,1579,42,02:25:23,8723,2023,M
42,Macdonald,Ruairidh,18-39,GBR,1848,43,02:25:27,8727,2023,M
43,Job,Callum,18-39,GBR,1141,44,02:25:49,8749,2023,M
44,Slemeck,Frederick,18-39,GBR,1713,45,02:25:53,8753,2023,M
45,Jinks,Samuel,18-39,GBR,1564,46,02:25:54,8754,2023,M
46,Doherty,Rhys,18-39,GBR,1205,47,02:25:59,8759,2023,M
47,Speed,Mathew,18-39,GBR,1697,48,02:26:07,8767,2023,M
48,Mills,Cal,18-39,GBR,2468,49,02:26:07,8767,2023,M
49,Roberts,Tomos,18-39,GBR,1026,50,02:26:13,8773,2023,M
50,Darling,Chris,18-39,GBR,1403,51,02:26:20,8780,2023,M
51,Millett,Simon,18-39,GBR,1074,52,02:26:23,8783,2023,M
52,Suthon,George,18-39,GBR,1967,53,02:26:26,8786,2023,M
53,Connelly,Tony,18-39,GBR,1133,54,02:26:28,8788,2023,M
54,Birch,Simon,18-39,GBR,1454,55,02:26:33,8793,2023,M
55,Impey,Nick,40-44,GBR,1518,56,02:26:41,8801,2023,M
56,Bailey,Ian,18-39,GBR,1517,57,02:26:48,8808,2023,M
57,Newnham,William,18-39,GBR,2368,58,02:26:51,8811,2023,M
58,Gollan,Ruairidh,18-39,GBR,1853,59,02:26:52,8812,2023,M
59,Turco,Nicholas,18-39,USA,1176,60,02:26:53,8813,2023,M
60,Matthews,Cameron,18-39,GBR,1815,61,02:27:01,8821,2023,M
61,Entwistle,Joshua,18-39,GBR,1050,62,02:27:01,8821,2023,M
62,Knudsen,Ed,18-39,GBR,5853,63,02:27:03,8823,2023,M
63,Molloy,Sean,18-39,GBR,5877,64,02:27:04,8824,2023,M
64,Ramsier,Alix,18-39,GBR,1046,65,02:27:07,8827,2023,M
65,De antonio cot,Gerard,18-39,ESP,6082,66,02:27:13,8833,2023,M
