,Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
66,Lacy,Dean,18-39,GBR,1529,67,02:27:16,8836,2023,M
67,Holliday,Thomas,18-39,GBR,1512,68,02:27:20,8840,2023,M
68,Lancaster,Harry,18-39,GBR,1792,69,02:27:26,8846,2023,M
69,Davies,Fred,18-39,GBR,1478,70,02:27:27,8847,2023,M
70,Kelly,Samuel,18-39,GBR,1779,71,02:27:28,8848,2023,M
71,Wetherhill,Wayne,18-39,GBR,1226,72,02:27:28,8848,2023,M
72,Molyneux,Paul,40-44,GBR,1694,73,02:27:28,8848,2023,M
73,Mcdowell,Jasper,18-39,GBR,1017,74,02:27:41,8861,2023,M
74,Bruchhausen,Chris,18-39,RSA,1496,75,02:27:48,8868,2023,M
75,Edwards,Matthew,18-39,GBR,1476,76,02:27:54,8874,2023,M
76,Casillas mercado,Santiago,18-39,MEX,5951,77,02:27:54,8874,2023,M
77,Naylor,Dylan,18-39,GBR,1129,78,02:27:56,8876,2023,M
78,Hogan,Ryan,18-39,GBR,1150,79,02:27:59,8879,2023,M
79,Mckinnon,David,18-39,GBR,1797,80,02:28:10,8890,2023,M
80,Coates,Peter,18-39,GBR,1716,81,02:28:11,8891,2023,M
81,Carpendale,Benjamin,18-39,GBR,1194,82,02:28:12,8892,2023,M
82,Schout,Luc,18-39,NED,5881,83,02:28:13,8893,2023,M
83,Mason,Chris,18-39,GBR,1784,84,02:28:14,8894,2023,M
84,Besson,Nicolas,40-44,FRA,1605,85,02:28:16,8896,2023,M
85,Heath,Elliott,18-39,USA,5849,86,02:28:17,8897,2023,M
86,Gamble,Ben,40-44,GBR,1993,87,02:28:17,8897,2023,M
87,Pearce-higgins,Sage,18-39,GBR,1654,88,02:28:17,8897,2023,M
88,Ziegler,Brad,18-39,USA,5695,89,02:28:21,8901,2023,M
89,Delderfield,Luke,40-44,GBR,1095,90,02:28:23,8903,2023,M
90,Ellis,Robert,18-39,GBR,1711,91,02:28:28,8908,2023,M
91,Hatswell,Anthony,18-39,GBR,1984,92,02:28:29,8909,2023,M
92,Davis,Ryan,18-39,GBR,1746,93,02:28:35,8915,2023,M
93,Davidson,Aran,18-39,GBR,1561,94,02:28:37,8917,2023,M
94,Tyler,Ben,18-39,GBR,1510,95,02:28:38,8918,2023,M
95,Hendrix,Austin,18-39,USA,6083,96,02:28:39,8919,2023,M
96,Harradence,Oliver,40-44,GBR,1594,97,02:28:42,8922,2023,M
97,Poole,Jonathan,40-44,GBR,1824,98,02:28:45,8925,2023,M
98,Hurrell,James,18-39,GBR,1875,99,02:28:48,8928,2023,M
99,Horman,James,40-44,GBR,1409,100,02:28:49,8929,2023,M
