,Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
0,Wilson,Kenny,18-39,GBR,1622,1,02:18:42,8322,2021,M
1,Dickinson,Matthew,18-39,GBR,1252,2,02:19:23,8363,2021,M
2,Braden,Ross,18-39,GBR,895,3,02:19:33,8373,2021,M
3,Connor,James,18-39,GBR,976,4,02:20:16,8416,2021,M
4,Bowker,Nick,18-39,GBR,1314,5,02:20:25,8425,2021,M
5,Payne,Tony,18-39,THA,1698,6,02:20:50,8450,2021,M
6,Welborn,Karl,40-44,GBR,1066,7,02:21:36,8496,2021,M
7,Morwood,Joe,18-39,GBR,919,8,02:22:20,8540,2021,M
8,Mcdowell,Richard,40-44,GBR,1271,9,02:23:06,8586,2021,M
9,Ploner,Markus,40-44,ITA,48627,10,02:23:07,8587,2021,M
10,Yates,Gregor,18-39,GBR,841,11,02:23:11,8591,2021,M
11,Hogan,Sean,18-39,GBR,1001,12,02:23:34,8614,2021,M
12,Garrod,Ollie,18-39,GBR,944,13,02:23:39,8619,2021,M
13,Arens,Johannes,18-39,GER,27127,14,02:23:55,8635,2021,M
14,Aldridge,Liam,18-39,GBR,1366,15,02:24:03,8643,2021,M
15,Ollington,Richard,18-39,GBR,1045,16,02:24:14,8654,2021,M
16,Kevern,Neil,18-39,GBR,1395,17,02:24:14,8654,2021,M
17,Bovingdon,Ed,18-39,GBR,1298,18,02:24:20,8660,2021,M
18,Woodward,Anthony,18-39,GBR,1205,19,02:24:39,8679,2021,M
19,Sutherland,Matthew,18-39,GBR,837,20,02:24:49,8689,2021,M
20,Blaiklock,Jack,18-39,GBR,1152,21,02:24:53,8693,2021,M
21,Bagley,Daniel,18-39,GBR,1693,22,02:24:56,8696,2021,M
22,Archer,Dave,18-39,GBR,923,23,02:25:04,8704,2021,M
23,Sandison,Charlie,18-39,GBR,1640,24,02:25:14,8714,2021,M
24,Rodgers,Pau,18-39,"Rodgers, Pau",850,25,02:25:16,8716,2021,M
25,De mata,Javier,40-44,ESP,1476,26,02:25:32,8732,2021,M
26,Ruddy,Craig,18-39,GBR,1592,27,02:25:34,8734,2021,M
27,Waddington,Michael,18-39,GBR,1435,28,02:25:35,8735,2021,M
28,Watson,Milan,18-39,GBR,1378,29,02:25:54,8754,2021,M
29,Spencer,Robert,18-39,GBR,1310,30,02:25:56,8756,2021,M
30,Molyneux,Paul,40-44,GBR,910,31,02:25:56,8756,2021,M
31,Rungger,Hannes,18-39,ITA,48705,32,02:26:06,8766,2021,M
32,Blake,Stephen,18-39,GBR,874,33,02:26:06,8766,2021,M
33,Barry,Nicholas,18-39,GBR,1359,34,02:26:12,8772,2021,M
34,Haynes,Stuart,45-49,GBR,56890,35,02:26:26,8786,2021,M
35,Mukhamedzarifov,Farid,45-49,RUS,57262,36,02:26:27,8787,2021,M
