Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
Albert,Korir,25-29,KEN,2,1,2:08:22,7702,2021,M
Mohamed El,Aaraby,30-34,MAR,11,2,2:09:06,7746,2021,M
Eyob,Faniel,25-29,ITA,7,3,2:09:52,7792,2021,M
Elkanah,Kibet,35-39,USA,21,4,2:11:15,7875,2021,M
Abdi,Nageeye,30-34,NED,5,5,2:11:39,7899,2021,M
Kenenisa,Bekele,35-39,ETH,1,6,2:12:52,7972,2021,M
Ben,True,35-39,USA,8,7,2:12:53,7973,2021,M
Nathan,Martin,30-34,USA,17,8,2:12:57,7977,2021,M
Kibiwott,Kandie,25-29,KEN,4,9,2:13:43,8023,2021,M
Jared,Ward,30-34,USA,14,10,2:14:06,8046,2021,M
Patricio,Castillo,25-29,MEX,20,11,2:14:11,8051,2021,M
John,Raneri,30-34,USA,26,12,2:15:36,8136,2021,M
Akira,Tomiyasu,25-29,JPN,15,13,2:16:39,8199,2021,M
Shadrack,Biwott,35-39,USA,23,14,2:16:50,8210,2021,M
Thijs,Nijhuis,25-29,DEN,16,15,2:17:25,8245,2021,M
Ryan,Archer,25-29,USA,31,16,2:18:57,8337,2021,M
Augustine,Choge,30-34,KEN,10,17,2:20:53,8453,2021,M
Alvaro,Abreu,30-34,DOM,33,18,2:20:53,8453,2021,M
Brian,Shrader,30-34,USA,25,19,2:21:55,8515,2021,M
Teshome,Mekonen,25-29,ETH,9,20,2:22:16,8536,2021,M
Kevin,Lewis,25-29,USA,24,21,2:22:39,8559,2021,M
Benjamin,Toomer,30-34,GBR,37,25,2:23:57,8637,2021,M
Wojciech,Kopec,35-39,POL,452,27,2:25:16,8716,2021,M
Jordan,Daniel,25-29,USA,458,28,2:26:04,8764,2021,M
Adrian,Haywas,30-34,USA,449,31,2:26:14,8774,2021,M
Jay,Schairbaum,25-29,USA,472,32,2:26:16,8776,2021,M
Urgesa Kedir,Figa,25-29,ETH,29,35,2:27:24,8844,2021,M
Jason,Simpson,35-39,USA,443,36,2:28:12,8892,2021,M
David,Laney,30-34,USA,1019,37,2:28:28,8908,2021,M
David,Kilgore,25-29,USA,460,38,2:29:10,8950,2021,M
Jared Ismael Velazco,Flores,20-24,MEX,1002,39,2:29:13,8953,2021,M
Brian,Reis,30-34,USA,477,40,2:29:17,8957,2021,M
Oz,Pearlman,35-39,USA,475,41,2:29:19,8959,2021,M
Daniel,Höflinger,30-34,USA,1244,42,2:29:53,8993,2021,M
Jacob,Shiohira,25-29,USA,1009,43,2:30:24,9024,2021,M
David,Fitzmaurice,30-34,IRL,34,44,2:30:28,9028,2021,M
Marc,Violone,25-29,USA,1007,47,2:32:00,9120,2021,M
Austin,Hendrix,30-34,USA,1291,48,2:32:11,9131,2021,M
Collin,Wainwright,25-29,USA,1061,49,2:32:14,9134,2021,M
Jesse,Frank,25-29,USA,1038,50,2:32:18,9138,2021,M
Hugh,Parker,30-34,USA,474,51,2:32:43,9163,2021,M
