Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
Sharon,Lokedi,25-29,KEN,114,19,2:23:23,8603,2022,F
Lonah Chemtai,Salpeter,30-34,ISR,105,20,2:23:30,8610,2022,F
Gotytom,Gebreslase,25-29,ETH,103,22,2:23:39,8619,2022,F
Edna,Kiplagat,40-44,KEN,106,24,2:24:16,8656,2022,F
Viola,Cheptoo,30-34,KEN,102,27,2:25:34,8734,2022,F
Hellen,Obiri,30-34,KEN,104,29,2:25:49,8749,2022,F
Aliphine,Tuliamuk,30-34,USA,112,30,2:26:18,8778,2022,F
Emma,Bates,30-34,USA,110,31,2:26:53,8813,2022,F
Jessica,Stenson,35-39,AUS,122,32,2:27:27,8847,2022,F
Nell,Rojas,30-34,USA,116,34,2:28:32,8912,2022,F
Lindsay,Flanagan,30-34,USA,115,37,2:29:28,8968,2022,F
Gerda,Steyn,30-34,RSA,123,38,2:30:22,9022,2022,F
Stephanie,Bruce,35-39,USA,120,39,2:30:34,9034,2022,F
Caroline,Rotich,35-39,KEN,121,44,2:30:59,9059,2022,F
Keira,D'Amato,35-39,USA,113,47,2:31:31,9091,2022,F
Desiree,Linden,35-39,USA,109,49,2:32:37,9157,2022,F
Mao,Uesugi,25-29,JPN,111,51,2:32:56,9176,2022,F
Eloise,Wellings,35-39,AUS,124,59,2:34:50,9290,2022,F
Sarah,Pagano,30-34,USA,130,60,2:35:03,9303,2022,F
Grace,Kahura,25-29,KEN,126,61,2:35:32,9332,2022,F
Annie,Frisbie,25-29,USA,119,63,2:35:35,9335,2022,F
Molly,Grabill,30-34,USA,125,97,2:39:45,9585,2022,F
Kayla,Lampe,25-29,USA,131,111,2:40:22,9622,2022,F
Maegan,Krifchin,30-34,USA,127,117,2:40:52,9652,2022,F
Roberta,Groner,40-44,USA,140,144,2:43:06,9786,2022,F
Ruth Van Der,Meijden,35-39,NED,128,180,2:45:34,9934,2022,F
Mel,Briggs,30-34,USA,494,255,2:49:45,10185,2022,F
Bailey,Ness,25-29,USA,442,262,2:50:09,10209,2022,F
Lauren,Dorsky,25-29,USA,517,324,2:52:09,10329,2022,F
Tania,Estrada,35-39,MEX,3714,327,2:52:14,10334,2022,F
Kate,Gustafson,35-39,CAN,499,341,2:52:42,10362,2022,F
Melissa,Reed,25-29,USA,623,364,2:53:37,10417,2022,F
Anne,Johnston,40-44,CAN,495,381,2:54:05,10445,2022,F
Morgan,Lingar,30-34,USA,503,393,2:54:19,10459,2022,F
Jessica,Hruska,40-44,USA,4798,401,2:54:32,10472,2022,F
Diana,Bogantes,30-34,CRC,496,408,2:54:37,10477,2022,F
Justine,Lynch,30-34,GBR,4005,448,2:55:39,10539,2022,F
Jenny,Goswami,35-39,USA,1905,487,2:56:24,10584,2022,F
Madeleine,Nakada,20-24,USA,781,498,2:56:39,10599,2022,F
Nell,Gallogly,25-29,USA,2739,506,2:56:42,10602,2022,F
Ingvill Makestad,Bovim,40-44,NOR,2336,510,2:56:46,10606,2022,F
Ana,Cabrera,40-44,USA,2967,525,2:57:11,10631,2022,F
Lisa,Roberts,40-44,USA,3041,558,2:57:53,10673,2022,F
Khia,Kurtenbach,25-29,USA,500,564,2:58:00,10680,2022,F
Meaghan,Strum,30-34,CAN,542,595,2:58:32,10712,2022,F
Kaili van,Vulpen,35-39,CAN,543,600,2:58:35,10715,2022,F
Joy,Jiang,25-29,USA,530,610,2:58:44,10724,2022,F
Carola,Bendl-Tschiedel,45-49,AUT,3365,618,2:58:52,10732,2022,F
Luiza de,Azevedo,25-29,BRA,2728,619,2:58:52,10732,2022,F
Gabrielle,McKenzie,30-34,USA,3825,627,2:58:59,10739,2022,F
Jenny,Sanderson,25-29,USA,522,638,2:59:09,10749,2022,F
Sasha,Whittle,25-29,USA,525,640,2:59:11,10751,2022,F
Meghan,Tait,25-29,CAN,2964,643,2:59:12,10752,2022,F
Sarah,Baryga,45-49,IRL,3265,659,2:59:34,10774,2022,F
Betsy,Burke,35-39,USA,1602,673,2:59:49,10789,2022,F
Alana,Levy,30-34,USA,509,674,2:59:51,10791,2022,F
Gabrielle,Yatauro,25-29,USA,498,677,2:59:54,10794,2022,F
Rachel,Kennedy,30-34,USA,1043,689,3:00:21,10821,2022,F
Meghan,Morgan,25-29,USA,2115,690,3:00:21,10821,2022,F
Rachel,Ludwikowski,20-24,USA,8504,694,3:00:25,10825,2022,F
Melina,Terranova,35-39,USA,3693,704,3:00:41,10841,2022,F
Alysia,Dusseau,35-39,USA,524,705,3:00:44,10844,2022,F
Jordanna,Cota,25-29,CAN,5607,706,3:00:45,10845,2022,F
Alicia Borja,Alvarez,25-29,ESP,5630,716,3:01:05,10865,2022,F
Sofia,Canales,30-34,MEX,25529,732,3:01:22,10882,2022,F
Jennie,Callan,25-29,USA,452,745,3:01:42,10902,2022,F
Rebeka,Stowe,30-34,USA,514,749,3:01:52,10912,2022,F
Waverly,Neer,30-34,USA,504,753,3:01:55,10915,2022,F
Najing,Chen,40-44,CHN,720,757,3:02:05,10925,2022,F
Annelise,Gill-Wiehl,20-24,USA,4963,763,3:02:16,10936,2022,F
Shelby,Jackson,25-29,USA,3288,773,3:02:31,10951,2022,F
Locky,Trachsel,50-54,USA,545,779,3:02:40,10960,2022,F
Shannon,Crawford,25-29,USA,7365,780,3:02:40,10960,2022,F
Mary,Bis,25-29,USA,5464,802,3:03:07,10987,2022,F
Dannielle,Mcneilly,35-39,USA,5773,808,3:03:12,10992,2022,F
Marie,Coolsaet,25-29,CAN,3352,826,3:03:43,11023,2022,F
Nora,Barnicle,30-34,USA,3728,827,3:03:44,11024,2022,F
Hana,Baskin,30-34,USA,505,828,3:03:44,11024,2022,F
Francesca,Muliawan,30-34,USA,511,847,3:04:08,11048,2022,F
Kiersten,Johnston,25-29,USA,755,854,3:04:17,11057,2022,F
Marisa,Cummings,30-34,USA,540,856,3:04:17,11057,2022,F
Lisa,Schmitt,30-34,GER,4656,858,3:04:18,11058,2022,F
Isabel,Zimmermann,20-24,USA,516,864,3:04:20,11060,2022,F
Teresa,Escobar,35-39,USA,528,891,3:04:44,11084,2022,F
Caroline,Levesque,40-44,USA,9098,899,3:04:56,11096,2022,F
Kim,Speese,30-34,USA,541,900,3:04:56,11096,2022,F
Natalie,Kretzer,35-39,USA,2801,932,3:05:27,11127,2022,F
Jacqueline,Alnes,30-34,USA,4178,935,3:05:31,11131,2022,F
Stephanie,Flowers,35-39,USA,12397,949,3:05:47,11147,2022,F
Jacqueline,Paylor,25-29,USA,4972,954,3:05:53,11153,2022,F
Morena,Stevens,25-29,NED,5216,962,3:05:58,11158,2022,F
Bobbie,Burgess,25-29,USA,6062,965,3:05:59,11159,2022,F
Vivien,Lim,45-49,USA,3734,983,3:06:19,11179,2022,F
Kenaia,Neumann,25-29,USA,4285,986,3:06:21,11181,2022,F
Alexandra,Quimby,30-34,CAN,3934,998,3:06:36,11196,2022,F
Kylie,Cardoso,25-29,USA,5650,"1,001",3:06:37,11197,2022,F
Iris,Klein,45-49,USA,2641,"1,013",3:06:49,11209,2022,F
Kaitlyn,DiBello,30-34,USA,696,"1,025",3:06:58,11218,2022,F
Erica,Dottin,45-49,USA,534,"1,026",3:07:00,11220,2022,F
