Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
Lelisa,Desisa,25-29,ETH,3,1,2:05:59,7559,2018,M
Shura,Kitata,20-24,ETH,2,2,2:06:01,7561,2018,M
Geoffrey,Kamworor,25-29,KEN,1,3,2:06:26,7586,2018,M
Tamirat,Tola,25-29,ETH,4,4,2:08:30,7710,2018,M
Daniel,Wanjiru,25-29,KEN,5,5,2:10:21,7821,2018,M
Jared,Ward,30-34,USA,15,6,2:12:24,7944,2018,M
Scott,Fauble,25-29,USA,18,7,2:12:28,7948,2018,M
Festus,Talam,20-24,KEN,6,8,2:12:40,7960,2018,M
Shadrack,Biwott,30-34,USA,11,9,2:12:52,7972,2018,M
Chris,Derrick,25-29,USA,19,10,2:13:08,7988,2018,M
Juan Luis,Barrios,35-39,MEX,9,11,2:13:55,8035,2018,M
Tadesse Yae,Dabi,25-29,ETH,443,12,2:13:57,8037,2018,M
Tim,Ritchie,30-34,USA,12,13,2:15:22,8122,2018,M
Ryan,Vail,30-34,USA,16,14,2:15:31,8131,2018,M
Jonny,Mellor,30-34,GBR,21,15,2:16:09,8169,2018,M
Harbert,Okuti,30-34,UGA,28,16,2:16:51,8211,2018,M
Scott,Smith,30-34,USA,17,17,2:17:12,8232,2018,M
Bernard,Lagat,40-44,USA,10,18,2:17:20,8240,2018,M
Girma Bekele,Gebre,25-29,ETH,440,19,2:18:18,8298,2018,M
Birhanu Dare,Kemal,30-34,ETH,27,20,2:18:20,8300,2018,M
Mizael,Carrera,25-29,PUR,29,21,2:19:29,8369,2018,M
Suleman Abrar,Shifa,25-29,ETH,444,22,2:19:45,8385,2018,M
Diriba Degefa,Yigezu,30-34,ETH,446,23,2:20:01,8401,2018,M
Temesgen Habtemariam,Bekele,25-29,ETH,448,24,2:20:16,8416,2018,M
Andrew,Davies,35-39,GBR,23,25,2:20:23,8423,2018,M
Florent,Caelen,25-29,BEL,20,27,2:22:53,8573,2018,M
Jeremy,Bennie,20-24,USA,1172,28,2:23:16,8596,2018,M
Matt,Gillespie,25-29,GBR,457,29,2:25:05,8705,2018,M
Luis,Rivero,30-34,GUA,445,30,2:25:25,8725,2018,M
Derrick,Hamel,35-39,USA,1188,31,2:25:43,8743,2018,M
Aliaksandr,Leuchanka,25-29,USA,1223,33,2:26:11,8771,2018,M
