Name,Gender,Age,Country,BIB,Overall Place,Time
Christopher Petroff,M,24,USA,2030,97,2:36:57
Elkin Serna,M,32,COL,18943,98,2:37:10
Ed Waller,M,30,GBR,1155,99,2:37:15
Ross Bain,M,37,CAN,1083,100,2:37:15
stephen garner,M,28,USA,1455,101,2:37:18
Adriana Aparecida Da Silva,W,36,BRA,118,102,2:37:22
Stuart Haynes,M,41,GBR,847,103,2:37:23
Laurent Michellier,M,42,FRA,1143,104,2:37:31
Jessica Augusto,W,35,POR,110,105,2:37:33
karel burger,M,36,RSA,1821,106,2:37:35
Jamie Stroffolino,M,32,USA,1036,107,2:37:38
Michael Arnstein,M,40,USA,1353,108,2:37:41
Ryan Guldan,M,34,USA,1423,109,2:37:46
Martin Huber,M,35,USA,554,110,2:37:51
Jeff Poindexter,M,28,USA,563,111,2:37:51
Cedric Hauben,M,25,BEL,486,112,2:37:53
Ross Mackenzie,M,36,GBR,1467,113,2:38:02
Jeffrey Redfern,M,34,USA,481,114,2:38:05
Christopher mutai,M,40,USA,1034,115,2:38:07
Mathew Moody,M,23,USA,1366,116,2:38:08
Thomas McConville,M,31,USA,471,117,2:38:11
Brett Burdick,M,26,USA,1079,118,2:38:20
Dan Swain,M,26,USA,1074,119,2:38:20
Dennis Mehlfeld,M,30,GER,1252,120,2:38:33
Oleg Babchin,M,32,RUS,1102,121,2:38:41
Greg Cass,M,33,USA,451,122,2:38:46
Finn Kollstad,M,42,NOR,1463,123,2:38:50
Mark Smith,M,39,GBR,2064,124,2:38:54
Sebastien Baret,M,40,FRA,555,125,2:38:56
Belaynesh Fikadu,W,30,USA,131,126,2:39:01
Nobuyori Takeda,M,38,USA,470,127,2:39:11
J Matthew Medeiros,M,32,USA,1521,128,2:39:14
Daniel Goding,M,41,USA,604,129,2:39:20
Alex Price,M,24,USA,1080,130,2:39:25
Bridger Tomlin,M,23,USA,1602,131,2:39:35
Mario Dimas,M,35,MEX,1087,132,2:39:39
Ross Lambert,M,30,GBR,1694,133,2:39:40
Lorenzo Felici,M,28,ITA,1406,134,2:39:42
Michael Bailey,M,34,USA,1730,135,2:39:48
Andrew Keller,M,29,USA,1070,136,2:39:48
Iain Hollyhoke,M,34,GBR,4031,137,2:39:50
Gonzalo Martinez Munoz,M,45,ESP,1434,138,2:39:57
Marian Bunte,M,28,GER,472,139,2:40:06
Laurie Knowles,W,40,USA,122,140,2:40:09
Joshua Hatcher,M,31,USA,589,141,2:40:12
Angel Ortega,M,27,MEX,1105,142,2:40:13
Alexander Betts,M,37,GBR,1394,143,2:40:20
Toshiaki Fukumoto,M,30,JPN,1695,144,2:40:28
Damien Bruneau,M,41,GBR,1306,145,2:40:41
Joakim Hanssen,M,32,NOR,1482,146,2:40:54
Yean Jimenez,M,33,DOM,4156,147,2:40:55
Travis Hawkins,M,34,USA,1293,148,2:40:56
Dale Hunter,M,38,USA,547,149,2:41:00
Scott Allen,M,30,USA,1081,150,2:41:09
Art Gunther,M,46,USA,576,151,2:41:18
Klaus Kuorikoski,M,41,FIN,848,152,2:41:20
Ben Duncan,M,28,GBR,1126,153,2:41:21
Luka Banic,M,37,SLO,1378,154,2:41:21
richard swan,M,37,NZL,1276,155,2:41:29
William Appman,M,27,USA,1941,156,2:41:30
Inigo Eseverri Sainz,M,43,ESP,2797,157,2:41:35
Andreas Paul,M,38,GER,2227,158,2:41:36
Erik Bergersen,M,48,NOR,1786,159,2:41:40
matteo senesi,M,33,ITA,1158,160,2:41:41
OLIVER LANDEO CARRANZA,M,32,PER,1756,161,2:41:49
Nicholas Lawyer,M,24,USA,2303,162,2:41:49
Tom Mackay,M,26,AUS,1043,163,2:42:00
Tony White,M,32,USA,1268,164,2:42:03
Lorenzo Villa,M,37,ITA,1236,165,2:42:05
JOSE ROJAS ALVAREZ,M,48,COL,1284,166,2:42:06
Alexander Walsh,M,43,USA,561,167,2:42:08
Connor Roche,M,24,USA,1261,168,2:42:09
Brian Scheall,M,34,USA,4027,169,2:42:10
Tom Van Ongeval,M,45,BEL,3229,170,2:42:17
Aaron Becker,M,27,USA,2338,171,2:42:20
Mark Davis,M,32,CAN,1793,172,2:42:22
Julio Vela,M,28,GUA,1811,173,2:42:22
"Robert Wiegand, Jr",M,40,USA,1208,174,2:42:30
Richard Velazquez,M,37,USA,569,175,2:42:32
Jack Johnson,M,37,USA,1843,176,2:42:33
Hunter Sapienza,M,22,USA,1160,177,2:42:36
Luca Campanella,M,32,ITA,2861,178,2:42:36
Evgeny Beletskiy,M,31,RUS,1461,179,2:42:38
Sean Kinne,M,31,USA,1554,180,2:42:39
Mike Foley,M,32,USA,1049,181,2:42:42
Narciso Mejia,M,32,USA,1078,182,2:42:45
Davide Scarabelli,M,41,ITA,2154,183,2:42:49
Bertrand Dutoit,M,46,SUI,2020,184,2:42:50
Rene Masser,M,35,AUT,1244,185,2:42:51
Angela Ortiz,W,37,USA,494,186,2:42:52
MORGAN BARBEREAU,M,39,FRA,1387,187,2:42:57
John Jensen,M,33,DEN,2029,188,2:42:58
Michael Wurzbacher,M,27,USA,2004,189,2:43:00
John Mulvaney,M,27,USA,560,190,2:43:02
Pablo Kohan,M,36,ARG,1159,191,2:43:03
Nick Walker,M,34,CAN,1163,192,2:43:06
Oleksandr Shevchenko,M,26,UKR,2092,193,2:43:06
Matthew Fenech,M,39,AUS,1051,194,2:43:13
Enrico Delfino,M,40,ITA,1297,195,2:43:21
Felipe De Larraechea,M,35,CHI,2348,196,2:43:23
Paul Barwick,M,42,NZL,1204,197,2:43:25
Timothy Knott,M,38,GBR,2805,198,2:43:29
Maxime Bondue,M,32,FRA,2140,199,2:43:34
Patrick Wortner,M,25,USA,1809,200,2:43:35
Patrick Burke,M,25,USA,1120,201,2:43:38
Jean-Marc Thériault,M,44,CAN,1532,202,2:43:48
Imo Muller,M,37,NED,1169,203,2:43:48
Nicholas Thompson,M,42,USA,852,204,2:43:50
DIONISIO FERNANDEZ CANTOS,M,32,ESP,1171,205,2:43:50
Tim Meigs,M,51,USA,1235,206,2:43:52
Todd Braje,M,41,USA,485,207,2:43:54
Nikolas Bowie,M,30,USA,1513,208,2:43:55
Christopher Wolf,M,30,USA,562,209,2:43:59
Hiromasa Aono,M,35,JPN,2367,210,2:44:00
Fredrik Überbacher,M,30,SWE,2554,211,2:44:04
Cary Segall,M,43,USA,594,212,2:44:05
Eric Seelbach,M,29,USA,2400,213,2:44:08
Samuel Bell,M,40,USA,1157,214,2:44:09
John-Scott Esposito,M,36,CAN,1356,215,2:44:12
Isaac Markel,M,24,USA,577,216,2:44:18
Victor Solis,M,29,MEX,1717,217,2:44:21
Austen Davenport,M,31,USA,1254,218,2:44:23
Steven Waite,M,27,USA,1330,219,2:44:24
Christophe Parmentier,M,35,FRA,2192,220,2:44:25
Patrick Condon,M,26,USA,1733,221,2:44:25
odd ivar solvold,M,48,NOR,2509,222,2:44:26
Kaoru Nagao,W,28,JPN,112,223,2:44:26
jacques labbaci,M,47,FRA,1248,224,2:44:34
garcia santiago,M,43,ESP,1462,225,2:44:36
Georgy Dzhgarkava,M,31,RUS,2372,226,2:44:39
Bram Som,M,37,NED,1854,227,2:44:39
Robert Rognli,M,43,NOR,1316,228,2:44:42
Alexandre Maximiliano,M,46,BRA,3286,229,2:44:44
Daniel Brinkenhoff,M,34,USA,1507,230,2:44:47
Kate Pallardy,W,32,USA,128,231,2:44:48
Carlos Moncada,M,34,CRC,1667,232,2:44:49
ANDREA MATERA,M,30,ITA,3631,233,2:44:51
Bradford Ackerman,M,27,USA,2853,234,2:44:51
Aaron Lozier,M,29,USA,1040,235,2:44:53
Julien Bouchard,M,32,CAN,1181,236,2:44:55
David Millns,M,32,GBR,2058,237,2:44:55
Eric Glaubke,M,24,USA,2323,238,2:44:57
Robin Whiteley,M,43,AUS,1601,239,2:44:57
spencer duhaime,M,26,USA,586,240,2:45:02
Kenneth Rocha Gutierrez,M,38,CRC,1140,241,2:45:02
LULZIM SOFTA,M,40,ITA,1640,242,2:45:03
Hermann Achmueller,M,46,ITA,484,243,2:45:03
Jonathan Quint,M,40,GBR,1534,244,2:45:04
Robert Korzeniowski,M,49,POL,2009,245,2:45:05
Gamini Sugathadasa,M,47,SRI,1725,246,2:45:05
ANTOINE GROUSSIN,M,40,FRA,1233,247,2:45:05
Pascal Marmier,M,44,SUI,2790,248,2:45:06
Marc Violone,M,24,USA,7081,249,2:45:08
Sam Hume,M,42,AUS,1655,250,2:45:11
Gert Brienne,M,49,NED,1840,251,2:45:16
Max-Otto Griesam,M,28,GER,1585,252,2:45:18
Jocelyn Kerbourc'h,M,36,FRA,2081,253,2:45:19
Jeanne Mack,W,27,USA,2391,255,2:45:20
VICENTE IGARZABAL,M,46,ESP,2094,254,2:45:20
Stephen Young,M,30,USA,608,256,2:45:21
Kurt Steller,M,32,AUT,1636,257,2:45:21
Boštjan Jenčič,M,27,SLO,1393,258,2:45:23
francois clais,M,32,BEL,1013,259,2:45:32
Dimitrios Mylonas,M,34,GRE,1319,260,2:45:32
Rafael Cueto,M,52,DOM,1382,261,2:45:32
Topher Gaylord,M,48,USA,1545,262,2:45:33
Chase Pizzonia,M,31,USA,1029,263,2:45:38
Andrew Roach,M,40,USA,3151,264,2:45:41
Myles Fennon,M,38,USA,593,265,2:45:46
Kyle Coffee,M,26,USA,2072,266,2:45:47
Hadrien Royal,M,33,FRA,1649,267,2:45:49
Charlotte Karlsson,W,33,SWE,135,268,2:45:52
Karlo Mendoza,M,20,USA,571,269,2:45:55
Li-Chieh Hsu,M,29,TPE,647,270,2:46:03
Mathias Kiefert,M,38,GER,2155,271,2:46:04
Sang-heung Lee,M,36,KOR,1264,272,2:46:05
Anders Sodergren,M,40,SWE,1299,273,2:46:10
Nicolas RAMILLON,M,41,FRA,2345,274,2:46:11
Vishal Sahni,M,37,USA,2096,275,2:46:11
Thomas Williams,M,29,USA,1693,276,2:46:12
Bao Yan Wang,M,42,CHN,3449,277,2:46:14
Akira Nishimura,M,41,JPN,2014,278,2:46:16
Jean-Philippe Gerald,M,34,FRA,2113,279,2:46:20
Robert Jongh,M,46,NED,1130,280,2:46:20
Tomasz Korzeniowski,M,32,POL,2271,281,2:46:23
Jeremy Drowne,M,39,USA,1691,282,2:46:25
Matt Collins,M,27,USA,1243,283,2:46:28
CHRISTIAN VILLAZALA CARTON,M,25,ESP,2234,284,2:46:29
Jonathan Bardey,M,37,USA,1750,285,2:46:30
ALFRED MAIR,M,50,ITA,2257,286,2:46:31
Jeremy Caudill,M,38,USA,2185,287,2:46:33
FRANCISCO DE BORJA MARTIN BORREGUERO,M,26,ESP,1628,288,2:46:34
Timothy Willcox,M,39,USA,1355,289,2:46:38
Chikara Yanada,M,33,JPN,1217,290,2:46:39
Christopher Carpanini,M,24,GBR,1026,291,2:46:39
Alberto Landa tranca,M,30,ESP,1448,292,2:46:40
Will Guzick,M,29,USA,619,293,2:46:41
anthony quinn,M,43,GBR,2569,294,2:46:41
Andreas Bernet,M,39,SUI,2038,295,2:46:43
Beverly Ramos,W,30,PUR,124,296,2:46:45
Chris Dawes,M,46,USA,575,297,2:46:46
Michael Wardian,M,43,USA,24,298,2:46:49
Colin Ogilvie,M,27,USA,558,299,2:46:52
Liran Paz,M,35,ISR,1336,300,2:46:53
David Girardet,M,38,SUI,1112,301,2:46:53
Philippe Cossette,M,29,CAN,2454,302,2:46:57
Jorge Rivas,M,38,GUA,2730,303,2:47:03
Sindre Sangnes,M,29,NOR,2766,304,2:47:03
BONGJU LEE,M,47,KOR,26201,305,2:47:03
Sindre Persen,M,32,NOR,2353,306,2:47:04
