Name,Gender,Age,Country,BIB,Overall Place,Time
William McGee,M,36,USA,561,85,2:38:00
Cameron Rieger,M,30,USA,1015,86,2:38:03
Guillermo Pineda Morales,M,48,USA,450,87,2:38:05
Erich Wohl,M,24,USA,545,88,2:38:08
Pedro Manuel Lemus Reyes,M,31,MEX,1077,89,2:38:31
Geraldo Pereira da Silva Filho,M,42,BRA,1020,90,2:38:32
Tim Hughes,M,33,USA,1206,91,2:38:36
Cabell Rosanelli,M,34,USA,540,92,2:38:37
Teddy Shum,M,36,GBR,838,93,2:38:41
Obsie Birru,W,30,USA,126,94,2:38:54
Andrew Gelston,M,31,USA,465,95,2:39:08
Rachel Hannah,W,35,CAN,122,96,2:39:15
Adolfo Munguia,M,37,MEX,1115,97,2:39:16
Wesley Korir,M,38,KEN,1003,98,2:39:18
Beverly Ramos,W,34,PUR,118,99,2:39:22
Sean Quealy,M,41,USA,1084,100,2:39:24
Stephen Wallace,M,36,USA,595,101,2:39:28
Brandon Talisesky,M,30,USA,569,102,2:39:28
Sumner Jones,M,21,USA,1617,103,2:39:30
Jonathan Bradnam,M,34,CAN,1058,104,2:39:31
William Friedlander,M,29,USA,1060,105,2:39:37
Gerard Torrats-Espinosa,M,38,ESP,1403,106,2:39:44
Joanna Thompson,W,29,USA,135,107,2:39:47
Matthew Brown Brotherton,M,32,USA,1245,108,2:39:51
Oliver Landeo Carranza,M,36,PER,1241,109,2:39:54
Brendan Camplin,M,34,USA,1148,110,2:39:57
John O'Neill,M,31,USA,468,111,2:40:06
Daniel Masterson,M,27,USA,532,112,2:40:20
Jarwei Fang,M,32,USA,1289,113,2:40:27
Robert Pritchett,M,44,RSA,1134,114,2:40:36
Makenna Myler,W,29,USA,141,115,2:40:45
David Niquille,M,33,SUI,575,116,2:40:46
Cameron Coneys,M,28,USA,463,117,2:40:47
Michael Andersen,M,34,USA,1057,118,2:41:17
Gregory Keras,M,31,USA,1332,119,2:41:30
Brian Ledder,M,31,USA,651,120,2:41:37
Brad Ziegler,M,27,USA,1517,121,2:41:39
Ilya Konyukhov,M,31,RUS,1064,122,2:41:44
Jared Moore,M,24,USA,1542,123,2:41:46
Francisco Perdomo,M,38,VEN,1242,124,2:41:56
Finlay Bell,M,35,GBR,549,125,2:41:57
Dylan Karten,M,30,USA,546,126,2:41:59
Arnaud Enjalbert,M,34,FRA,585,127,2:42:13
Tim Hotchandani,M,39,USA,1096,128,2:42:36
Igor Lisnik,M,41,RUS,1382,129,2:42:41
Ruben Martinez Fuente,M,42,ESP,1661,130,2:42:50
J.D. Smith,M,31,USA,1153,131,2:43:00
Thomas Valente,M,29,USA,1041,132,2:43:09
Diego Arevalo Celada,M,33,GUA,1157,133,2:43:09
Ian Kinsella,M,39,IRL,1070,134,2:43:11
Shinsuke Adachi,M,45,JPN,1388,135,2:43:20
Shangyuan Luo,M,46,CHN,570,136,2:43:22
Paul White,M,49,USA,1118,137,2:43:23
Mitchell Hayes,M,35,AUS,1155,138,2:43:32
Jesus Romero,M,40,MEX,1190,139,2:43:45
Noah Eisenberg,M,36,USA,1144,140,2:43:46
Mark Furler,M,38,USA,1100,141,2:43:48
Thierry Soudee,M,48,FRA,592,142,2:43:48
Daniel Ramirez,M,37,COL,1280,143,2:43:50
Chao Zhou,M,45,CHN,1090,144,2:43:59
Piotr Kostyk,M,31,USA,1230,145,2:44:00
Chris Ritchie,M,38,USA,1292,146,2:44:05
Robert Magliaro,M,35,USA,597,147,2:44:05
Nathan Madeira,M,27,USA,1075,148,2:44:06
Nicolas Alcoba,M,33,ARG,1094,149,2:44:07
Ana Johnson,W,39,USA,136,150,2:44:11
Nicholas Thompson,M,46,USA,1016,151,2:44:31
Sebastien Baret,M,44,FRA,1112,152,2:44:39
Conor Shelley,M,34,USA,1045,153,2:44:45
Carlos Garcia,M,26,USA,1535,154,2:44:48
Dmytro Molchanov,M,32,UKR,464,155,2:44:52
Zach Pollock,M,34,USA,480,156,2:45:03
Emma Kertesz,W,31,USA,132,157,2:45:06
Jeff McDonnell,M,30,IRL,596,158,2:45:11
Manuel Diaz,M,39,ESP,1390,159,2:45:16
Marquis Bowden,M,32,USA,1054,160,2:45:17
Jonathan Rost,M,26,USA,3365,161,2:45:24
Andrea Bradshaw,W,33,USA,481,162,2:45:26
Tyler Bay,M,28,USA,582,163,2:45:29
Christopher Marvin,M,23,USA,2129,164,2:45:30
Fernando Saavedra,M,31,MEX,1121,165,2:45:31
Christian Parenteau,M,25,USA,1265,166,2:45:33
Christopher Copeland,M,31,USA,1519,167,2:45:33
Roberto Puente,M,38,ECU,1049,168,2:45:37
Luke O'Keefe,M,25,USA,2073,169,2:45:38
John Jones,M,35,USA,574,170,2:45:39
Cole Dailey,M,38,USA,572,171,2:45:41
Delgado Paulo,M,45,CHI,1143,172,2:45:45
Eduardo Ribeiro Ferreira,M,47,BRA,1179,173,2:45:48
Kate Gustafson,W,37,CAN,129,174,2:45:48
Yurii Klym,M,36,UKR,1273,175,2:45:52
Erik Brown,M,21,USA,1282,176,2:45:57
Jonathan Schloth,M,25,USA,1279,177,2:46:05
Thomas Tayeri,M,57,USA,1290,178,2:46:06
Jonah Weinstein,M,27,USA,1497,179,2:46:06
Michael Zelwin,M,34,USA,1178,180,2:46:10
Ruoxi Chen,M,38,USA,614,181,2:46:12
Gonzalo Zapata,M,43,CHI,1486,182,2:46:14
Matthew Lloyd-Thomas,M,27,USA,1087,183,2:46:21
Charles Mancino,M,27,USA,1642,184,2:46:30
Narciso Mejia,M,36,USA,473,185,2:46:32
Lou Palma,M,40,USA,1210,186,2:46:33
Guido Freiburghaus,M,49,SUI,1379,187,2:46:37
Jimmy Williams,M,28,USA,1343,188,2:46:38
Michael Yuan,M,25,USA,471,189,2:46:53
Joseph Ray,M,28,USA,1700,190,2:46:54
Olivier Desmoulin,M,39,FRA,1181,191,2:46:56
Kevin Dempsey,M,31,USA,1402,192,2:46:56
Leigh Sharek,W,33,USA,133,193,2:46:58
Christoph Maul,M,41,GER,1411,194,2:46:59
Dariusz Wezowczyk,M,41,USA,1152,195,2:47:00
Paul Hylton,M,35,USA,4259,196,2:47:02
Frank Sinapi,M,24,USA,559,197,2:47:06
Johnny Guignet,M,29,USA,1670,198,2:47:11
Rodrigo Vellon,M,32,USA,1231,199,2:47:14
Byron Critchfield,M,34,USA,1159,200,2:47:19
Jason Difani,M,42,USA,1385,201,2:47:19
Craig Winters,M,41,USA,1659,202,2:47:23
Steven Marangos,M,32,USA,1803,203,2:47:28
Ned Booth,M,33,USA,1043,204,2:47:28
Brett Musco,M,30,USA,1310,205,2:47:31
Tyler Vitullo,M,30,USA,1672,206,2:47:34
Thomas Byrnes,M,38,USA,1166,207,2:47:36
Andrew Wood,M,35,USA,658,208,2:47:42
Mohamed Taha,M,35,EGY,1416,209,2:47:44
Amanda Chang,W,27,USA,525,210,2:47:45
Calvin Tan,M,30,USA,564,211,2:47:48
Steve Orellana,M,34,USA,1074,212,2:47:50
Robert Milam,M,45,USA,593,213,2:47:57
Jacob Burke,M,26,IRL,1593,214,2:48:03
Khia Kurtenbach,W,25,USA,483,215,2:48:04
Eduardo Rodriguez,M,36,MEX,1192,216,2:48:04
Ashley Paulson,W,40,USA,539,217,2:48:10
Jackson Bangs,M,32,USA,611,218,2:48:15
Jeff Zeha,M,40,USA,1147,219,2:48:25
Tim Rossi,M,29,USA,454,220,2:48:26
Jessica Chichester,W,35,USA,134,221,2:48:26
Jimmy Touhey,M,32,USA,1197,222,2:48:30
Jacob Shuman,M,28,USA,1758,223,2:48:34
Allison Woodward,W,28,USA,2723,224,2:48:35
Lindsay Rheiner,W,28,USA,2798,225,2:48:38
Jaroslav Aujezdsky,M,47,CZE,1945,226,2:48:45
Luke Verbus,M,29,USA,6110,227,2:48:50
Ryan Healy,M,28,USA,1012,228,2:48:54
Bridger Tomlin,M,27,USA,1163,229,2:48:58
Ryan Lerda,M,25,USA,1085,230,2:49:00
Terry Ditmars,M,44,CAN,1528,231,2:49:08
Will Daggett,M,26,USA,667,232,2:49:09
Sascha Haubner,M,32,GER,1216,233,2:49:16
Joseph Greer,M,32,USA,1800,234,2:49:17
David Goldfarb,M,30,USA,542,235,2:49:19
Tucker Radecki,M,26,USA,1423,236,2:49:20
Rodrigo Lobo,M,38,BRA,1136,237,2:49:21
Chris Mooney,M,36,GBR,1495,238,2:49:22
David Cai,M,24,USA,1031,239,2:49:24
Nicholas Fung,M,31,USA,1959,240,2:49:24
Andrew Jarombek,M,26,USA,1185,241,2:49:25
Jen Moroz,W,36,CAN,485,242,2:49:25
Joseph Lauro,M,50,USA,1149,243,2:49:25
Paul O'Hora,M,49,USA,1857,244,2:49:26
Amado Tlatempa,M,41,MEX,1184,245,2:49:29
Jonathan Erdelyi,M,40,USA,8275,246,2:49:31
Jeffrey Corelli,M,31,USA,1543,247,2:49:32
Richard Kus,M,39,USA,3376,248,2:49:33
Sean Hardy,M,26,USA,1567,249,2:49:34
Silvia Del Fava,W,33,ITA,489,250,2:49:34
Marco Gentili,M,28,USA,2864,251,2:49:42
François Sfarti,M,35,FRA,1552,252,2:49:42
Chris Dawes,M,50,USA,562,253,2:49:44
Casey Drubin,M,27,USA,2797,254,2:49:52
David Watson,M,40,GBR,1082,255,2:49:54
Salem Aleida,M,38,QAT,1731,256,2:49:56
Theresa McCabe,W,36,USA,482,257,2:49:56
Matthew Chu,M,27,USA,1137,258,2:49:58
Andreas Hundven,M,30,NOR,2379,259,2:49:58
Adam Hallett,M,37,GBR,1341,260,2:49:58
Jake Kaufman,M,28,USA,599,261,2:50:02
Joseph Gaynor,M,40,USA,1745,262,2:50:04
Jason Hudson,M,41,USA,1119,263,2:50:08
Matthew Cuttler,M,42,USA,1753,264,2:50:12
Lawrence Merrill,M,29,USA,1444,265,2:50:13
Karim Bendouma,M,38,FRA,578,266,2:50:16
Greg Nugent,M,32,USA,3342,267,2:50:17
Hal Rogers,M,22,USA,1189,268,2:50:19
Adam Webber,M,35,USA,2831,269,2:50:22
Paul Stock,M,40,USA,1331,270,2:50:24
William Collins,M,31,USA,1213,271,2:50:27
Ryan Topita,M,30,USA,1466,272,2:50:29
Kevin Hogan,M,27,USA,2796,273,2:50:30
Benjamin Price,M,31,USA,1786,274,2:50:31
Oliver Ozsvari,M,38,HUN,1336,275,2:50:33
Adrian Spencer,M,38,USA,1214,276,2:50:34
Matthew Howard,M,30,USA,1093,277,2:50:34
Daniel Rivera,M,33,USA,1044,278,2:50:46
Deyver Mena Mata,M,49,CRC,1699,279,2:50:46
Darren Luft,M,38,USA,1313,280,2:50:46
Haas Sullivan,M,38,USA,1946,281,2:50:47
Morgan Lingar,W,30,USA,486,282,2:50:49
John Ladesic,M,40,USA,1139,283,2:50:50
Chris Schmidt,M,32,USA,1311,284,2:50:54
Dana Scott,W,26,USA,501,285,2:50:57
Andrew Holmes,M,36,USA,1316,286,2:50:58
Waverly Neer,W,29,USA,534,287,2:51:15
Martin Wawszkowicz,M,26,USA,1180,288,2:51:19
Jeremy Bush,M,41,USA,1319,289,2:51:20
Dmitriy Boyko,M,36,USA,627,290,2:51:22
Fergal Byrne,M,46,IRL,1577,291,2:51:25
Neal Sussman,M,38,USA,584,292,2:51:33
Ramon Vega,M,35,MEX,1630,293,2:51:33
Lexi Nastos,M,31,USA,1389,294,2:51:36
Freddy Ruiz,M,38,ECU,1193,295,2:51:40
Nick Knuth,M,35,USA,1315,296,2:51:44
Brian Justie,M,32,USA,1527,297,2:51:46
Jean-Philippe Proulx,M,36,CAN,1333,298,2:51:48
Tomas Ferraro,M,33,ARG,1606,299,2:51:48
Michael Voelkel,M,36,USA,3940,300,2:51:50
Emilien Bouchab,M,29,FRA,634,301,2:51:54
Andrew Postolovsky,M,31,USA,1442,302,2:51:54
Ted Wasserman,M,43,USA,2508,303,2:51:58
Marc Guberti,M,23,USA,1246,304,2:51:59
Laszlo Danko,M,51,HUN,610,305,2:52:00
Justin Perkins,M,30,USA,617,306,2:52:04
