Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
Zachary,Meineke,25-29,USA,1084,74,2:34:22,9262,2017,M
Aaron,Woodman,30-34,GBR,1221,75,2:34:23,9263,2017,M
Marco,Quaglia,35-39,ITA,1042,77,2:34:30,9270,2017,M
Greg,Hutson,30-34,USA,1147,78,2:34:38,9278,2017,M
Recio,Alvarez,35-39,DOM,1247,79,2:34:39,9279,2017,M
David,Roeske,35-39,USA,478,80,2:35:16,9316,2017,M
Yuji,Wakimoto,25-29,JPN,1017,81,2:35:16,9316,2017,M
Brendon,O'Leary,35-39,USA,483,82,2:35:27,9327,2017,M
Daniel,Wallace-Periac,30-34,USA,480,83,2:35:30,9330,2017,M
Daniel,Kittaka,25-29,USA,1197,84,2:35:41,9341,2017,M
Domenico La,Banca,30-34,ITA,1577,85,2:35:48,9348,2017,M
Trond,Smedsrud,35-39,NOR,1224,86,2:36:06,9366,2017,M
Matthew,Richards,30-34,GBR,1200,87,2:36:23,9383,2017,M
Andrew,Fenske,25-29,USA,1234,88,2:36:27,9387,2017,M
Joe,Viavattine,20-24,USA,2447,89,2:36:37,9397,2017,M
Josh,Baden,25-29,USA,456,90,2:36:37,9397,2017,M
Hans,Larsson,35-39,SWE,1137,92,2:36:43,9403,2017,M
Julien,GALOT,30-34,FRA,1280,93,2:36:45,9405,2017,M
Knox,Robinson,40-44,USA,473,94,2:36:46,9406,2017,M
Brent,Frissora,30-34,USA,452,95,2:36:48,9408,2017,M
Ryan,Millar,25-29,USA,457,96,2:36:49,9409,2017,M
Christopher,Petroff,20-24,USA,2030,97,2:36:57,9417,2017,M
Elkin,Serna,30-34,COL,18943,98,2:37:10,9430,2017,M
Ed,Waller,30-34,GBR,1155,99,2:37:15,9435,2017,M
Ross,Bain,35-39,CAN,1083,100,2:37:15,9435,2017,M
stephen,garner,25-29,USA,1455,101,2:37:18,9438,2017,M
Stuart,Haynes,40-44,GBR,847,103,2:37:23,9443,2017,M
Laurent,Michellier,40-44,FRA,1143,104,2:37:31,9451,2017,M
karel,burger,35-39,RSA,1821,106,2:37:35,9455,2017,M
Jamie,Stroffolino,30-34,USA,1036,107,2:37:38,9458,2017,M
Michael,Arnstein,40-44,USA,1353,108,2:37:41,9461,2017,M
Ryan,Guldan,30-34,USA,1423,109,2:37:46,9466,2017,M
Martin,Huber,35-39,USA,554,110,2:37:51,9471,2017,M
Jeff,Poindexter,25-29,USA,563,111,2:37:51,9471,2017,M
Cedric,Hauben,25-29,BEL,486,112,2:37:53,9473,2017,M
Ross,Mackenzie,35-39,GBR,1467,113,2:38:02,9482,2017,M
Jeffrey,Redfern,30-34,USA,481,114,2:38:05,9485,2017,M
Christopher,mutai,40-44,USA,1034,115,2:38:07,9487,2017,M
Mathew,Moody,20-24,USA,1366,116,2:38:08,9488,2017,M
Thomas,McConville,30-34,USA,471,117,2:38:11,9491,2017,M
