Last Name,First Name,Division,Country,BIB,Overall Place,Time,Seconds,Year,Gender
Rachael,Keller,25-29,USA,489,321,2:47:35,10055,2017,F
Ana,Johnson,35-39,USA,492,398,2:49:37,10177,2017,F
Amanda,Marino,25-29,USA,133,408,2:49:44,10184,2017,F
Francesca,DeLucia,25-29,USA,501,418,2:49:59,10199,2017,F
Samantha,Creath,25-29,USA,509,424,2:50:04,10204,2017,F
Katarina,Janosikova,35-39,SVK,490,425,2:50:05,10205,2017,F
Anja,Gruber,25-29,GER,4755,474,2:51:11,10271,2017,F
TAMARA SANFABIO,RODRIGUEZ,35-39,ESP,1653,551,2:53:01,10381,2017,F
Marie-Ange,Brumelot,20-24,FRA,137,552,2:53:02,10382,2017,F
randi,burnett,30-34,USA,4083,553,2:53:02,10382,2017,F
Katie,Moraczewski,25-29,USA,502,565,2:53:19,10399,2017,F
Caitlyn,Tateishi,30-34,USA,3238,583,2:53:38,10418,2017,F
Mia,Behm,25-29,USA,4036,610,2:53:59,10439,2017,F
Diana,Golek,30-34,POL,3098,650,2:54:42,10482,2017,F
Holly,Davis,20-24,USA,2144,665,2:54:52,10492,2017,F
Camille,Matonis,20-24,USA,546,676,2:55:04,10504,2017,F
Ashley,Benson,30-34,USA,6297,701,2:55:25,10525,2017,F
Marisa,Cummings,25-29,USA,136,709,2:55:34,10534,2017,F
Miranda,Boonstra,45-49,NED,140,712,2:55:36,10536,2017,F
Lizzy,Gregory,20-24,USA,545,715,2:55:39,10539,2017,F
Susie,Rivard,30-34,USA,138,783,2:56:47,10607,2017,F
Jordan,Snyder,25-29,USA,504,796,2:56:57,10617,2017,F
Diana,Bogantes,25-29,CRC,3626,797,2:56:58,10618,2017,F
Jennifer,Murphy,25-29,USA,714,804,2:57:05,10625,2017,F
Veronica Clemens,Tysseland,35-39,USA,530,808,2:57:10,10630,2017,F
Alexandra,Cadicamo,25-29,USA,130,847,2:57:40,10660,2017,F
Sara,Trane,30-34,SWE,2672,857,2:57:49,10669,2017,F
Julia,Rhie,35-39,USA,5297,858,2:57:49,10669,2017,F
Andrea,Cadavid,25-29,USA,5690,860,2:57:50,10670,2017,F
Kristen,Leslie,30-34,USA,2889,897,2:58:08,10688,2017,F
Marie,Schultz,35-39,DEN,2000,914,2:58:23,10703,2017,F
Mandy,Dohren,35-39,GBR,2613,918,2:58:26,10706,2017,F
Eva,Schiefloe,50-54,NOR,3582,933,2:58:35,10715,2017,F
Julia,Buford,25-29,USA,5149,935,2:58:36,10716,2017,F
mary,bida,20-24,USA,522,961,2:58:50,10730,2017,F
Rachel,Krasich,30-34,USA,2150,965,2:58:52,10732,2017,F
Meagan,Boucher,25-29,USA,2292,975,2:58:56,10736,2017,F
Alysia,Dusseau,30-34,USA,500,985,2:59:01,10741,2017,F
Rebecca,Carrasco,35-39,GBR,702,987,2:59:03,10743,2017,F
Erin,Lamb,25-29,USA,841,"1,003",2:59:10,10750,2017,F
Reilly,Kiernan,25-29,USA,491,"1,014",2:59:16,10756,2017,F
Brenda,Hodge,45-49,USA,518,"1,027",2:59:23,10763,2017,F
Sara,Lasker,25-29,USA,5807,"1,049",2:59:36,10776,2017,F
Renee,Lane,40-44,AUS,2839,"1,059",2:59:41,10781,2017,F
FLORENCIA,ESTEVEZ,30-34,ARG,3350,"1,061",2:59:43,10783,2017,F
Tammy,Richards,40-44,USA,535,"1,065",2:59:46,10786,2017,F
Lauren,Larson-Long,25-29,USA,7528,"1,077",2:59:51,10791,2017,F
Magdalena,Bialorczyk,45-49,POL,5291,"1,083",2:59:56,10796,2017,F
denise,cavallini,35-39,ITA,2044,"1,093",3:00:02,10802,2017,F
Danielle,Sansonetti,35-39,AUS,525,"1,096",3:00:05,10805,2017,F
Lauren,Dorsky,20-24,USA,513,"1,142",3:00:49,10849,2017,F
Laurence,Yerly,45-49,SUI,2269,"1,174",3:01:18,10878,2017,F
Shalaleh,Tarbiat,35-39,CAN,5287,"1,177",3:01:24,10884,2017,F
Melina,Buck,30-34,USA,5643,"1,179",3:01:26,10886,2017,F
Catarina,Malmberg,25-29,SWE,5206,"1,180",3:01:28,10888,2017,F
Amber,Dermyre,25-29,USA,534,"1,197",3:01:44,10904,2017,F
Kimberly,Ridini,25-29,USA,3503,"1,219",3:02:09,10929,2017,F
Meghan,Houser,25-29,USA,5237,"1,223",3:02:15,10935,2017,F
Jenessa,Rose,25-29,USA,7572,"1,245",3:02:39,10959,2017,F
Emily,Fox,25-29,USA,851,"1,246",3:02:41,10961,2017,F
Sarah,MacArthur,25-29,CAN,542,"1,262",3:02:56,10976,2017,F
Dara Lynn,Filut,35-39,USA,531,"1,304",3:03:32,11012,2017,F
Amy,Natalini,35-39,USA,1050,"1,321",3:03:43,11023,2017,F
Liberty,Thompson,25-29,GBR,6435,"1,325",3:03:46,11026,2017,F
Karlyn,Nieland,30-34,USA,2504,"1,339",3:04:02,11042,2017,F
Chloe,Austin,35-39,CAN,5224,"1,342",3:04:04,11044,2017,F
Anastasia,Voevodin,25-29,USA,523,"1,356",3:04:17,11057,2017,F
Yvonne,Turi-Hodel,40-44,SUI,8039,"1,371",3:04:26,11066,2017,F
Leah,Nichols,25-29,USA,7071,"1,392",3:04:42,11082,2017,F
Allison,Devereux,30-34,USA,7429,"1,398",3:04:49,11089,2017,F
Jennifer,Betancourt,35-39,USA,517,"1,409",3:04:58,11098,2017,F
