Name,Gender,Age,Country,BIB,Overall Place,Time
Scott Olberding,M,34,USA,454,41,2:30:44
Fouad Latreche,M,33,FRA,1094,42,2:30:50
Daniel Alexander,M,34,GBR,1160,43,2:30:57
Caroline Rotich,W,38,KEN,121,44,2:30:59
Frank Futselaar,M,31,NED,26,45,2:31:21
Andrew Brodeur,M,32,USA,1131,46,2:31:23
Keira D'Amato,W,38,USA,113,47,2:31:31
Griffin Humphreys,M,30,USA,456,48,2:32:28
Desiree Linden,W,39,USA,109,49,2:32:37
Mateus Sacchett,M,30,BRA,1260,50,2:32:51
Mao Uesugi,W,27,JPN,111,51,2:32:56
Caleb Peckham,M,27,USA,492,52,2:33:44
Fredrik Uhrbom,M,45,SWE,448,53,2:33:49
Benjamin Toomer,M,33,GBR,35,54,2:33:56
Corey Purcella,M,28,USA,7270,55,2:34:12
Tom Coyle,M,27,USA,453,56,2:34:31
Ryan Cox,M,24,USA,458,57,2:34:32
Yuzuru Sakakibara,M,40,USA,1336,58,2:34:48
Eloise Wellings,W,39,AUS,124,59,2:34:50
Sarah Pagano,W,31,USA,130,60,2:35:03
Grace Kahura,W,29,KEN,126,61,2:35:32
Thierry Guibault,M,48,FRA,1122,62,2:35:35
Annie Frisbie,W,25,USA,119,63,2:35:35
Martin Hehir,M,29,USA,18,64,2:35:45
Matthew Whitaker,M,30,AUS,1107,65,2:35:52
Dylan Jones,M,25,USA,556,66,2:36:40
Patrik Eklund,M,40,SWE,1125,67,2:36:44
David Puleo,M,31,USA,1227,68,2:36:49
Marcel Mongeon,M,31,CAN,2608,69,2:37:01
Pietro Sartore,M,23,ITA,1111,70,2:37:09
Karel Splitek,M,32,CZE,1158,71,2:37:14
Caleb Kerr,M,28,USA,30,72,2:37:17
Martin Kjall-Ohlsson,M,44,SWE,1189,73,2:37:41
Guillermo Pineda Morales,M,49,USA,483,74,2:37:43
Stephen Desvernine,M,37,USA,2672,75,2:37:45
David Morris,M,39,GBR,1190,76,2:37:49
Jonathan Schloth,M,26,USA,1947,77,2:37:52
Sricharan Kadimi,M,24,USA,1203,78,2:37:53
Max Bontoft,M,31,GBR,1017,79,2:38:22
Brian Calavan,M,37,USA,476,80,2:38:25
Luca Quarta,M,44,ITA,1139,81,2:38:25
Kyle Merber,M,31,USA,488,82,2:38:28
Cameron Coneys,M,29,USA,554,83,2:38:32
Olivier Cyr,M,30,CAN,1134,84,2:38:42
Hugh Parker,M,32,USA,568,85,2:38:47
Ryan Phillips,M,28,USA,1114,86,2:38:47
Jacob Kirk,M,30,USA,1364,87,2:38:51
Stephan Romita,M,32,MEX,1373,88,2:39:02
Jackson Jardim,M,39,VEN,1211,89,2:39:02
Travis Hawkins,M,39,USA,1342,90,2:39:10
Espen Waage Skjeflo,M,33,NOR,1323,91,2:39:12
Nicholas Gemmell,M,49,GBR,1232,92,2:39:22
Sean Pont,M,37,USA,1506,93,2:39:31
Jeffery Huang,M,27,USA,1621,94,2:39:31
Ignacio Lopez Mancisidor,M,38,ESP,1314,95,2:39:36
Kevin Sleegers,M,34,NED,1154,96,2:39:36
Molly Grabill,W,30,USA,125,97,2:39:45
Blaine Penny,M,48,CAN,1140,98,2:39:46
Daniel Masterson,M,28,USA,557,99,2:39:49
Javier Moro,M,47,ESP,1358,100,2:39:55
Ridley Holmes,M,24,USA,462,101,2:39:55
Daniel Höflinger,M,31,USA,1166,102,2:39:58
Micah Polansky,M,40,USA,563,103,2:40:02
Mark Currell,M,38,USA,1019,104,2:40:04
Corbyn Jahn,M,31,USA,1244,105,2:40:05
Julien Dereumaux,M,32,FRA,1597,106,2:40:05
Kane Cornes,M,39,AUS,1132,107,2:40:09
Oz Pearlman,M,40,USA,475,108,2:40:14
Jack Litowitz,M,25,USA,1467,109,2:40:17
David Roeske,M,41,USA,574,110,2:40:20
Kayla Lampe,W,29,USA,131,111,2:40:22
Florent Gbelidji,M,27,FRA,1198,112,2:40:26
Yung Cohen,M,39,USA,581,113,2:40:27
Gerard Torrats-Espinosa,M,39,ESP,1432,114,2:40:35
Jonathan Rost,M,27,USA,1123,115,2:40:43
Rory Scheffer,M,30,RSA,1248,116,2:40:46
Maegan Krifchin,W,34,USA,127,117,2:40:52
Daniel Beam,M,26,USA,3210,118,2:40:54
Daniel Prospect,M,29,USA,1006,119,2:40:56
Stephan Pro,M,44,USA,1217,120,2:41:00
Colin Riley,M,30,USA,1127,121,2:41:04
David Kilgore,M,30,USA,470,122,2:41:12
Francisco Serrano,M,42,MEX,1252,123,2:41:19
Joseph Tuttle,M,38,USA,564,124,2:41:31
Helio Alexander Leal Carvajalino,M,46,COL,1310,125,2:41:33
Pat Rynkowski,M,30,USA,1329,126,2:41:34
Blake Dircksen,M,32,USA,1204,127,2:41:39
Ka Man Gi,M,38,HKG,445,128,2:41:42
Daniel Wallace Periac,M,35,USA,1116,129,2:41:55
Tyler Gillies,M,29,USA,571,130,2:42:04
Marcin Soszka,M,39,POL,1124,131,2:42:13
Toby Kelleher,M,36,USA,1145,132,2:42:19
Evan Redos,M,28,USA,1223,133,2:42:21
Adam Fortin,M,41,USA,1485,134,2:42:27
Christopher Rivas,M,24,USA,562,135,2:42:31
John Christian Deighan,M,36,NOR,1119,136,2:42:38
Timothee Linyer,M,29,FRA,1330,137,2:42:38
Stefan Lakinger,M,30,AUT,1291,138,2:42:40
Dennis de Knijff,M,36,NED,35753,139,2:42:51
Derek Johnsrud,M,31,USA,1278,140,2:42:51
Garrett Burger,M,33,USA,575,141,2:42:59
Will Peters,M,24,USA,1233,142,2:43:00
Dmytro Molchanov,M,33,UKR,553,143,2:43:00
Roberta Groner,W,44,USA,140,144,2:43:06
Alexander Gorski,M,35,USA,1413,145,2:43:16
Hector Rodriguez Cordova,M,26,PUR,2773,146,2:43:19
Girma Bedada,M,42,ETH,485,147,2:43:22
Olivier Gaillard,M,39,FRA,1143,148,2:43:26
Iain Ridgway,M,42,GBR,1971,149,2:43:26
Andrea Fraquelli,M,38,GBR,479,150,2:43:28
Timothy Lillehaugen,M,32,USA,1179,151,2:43:39
Milton Camas,M,37,ECU,1141,152,2:43:39
Tyler Eckhoff,M,35,USA,1913,153,2:43:46
Mohamed rida Younes chelloubi,M,39,ESP,1115,154,2:44:05
Mengyu Song,M,33,CHN,4522,155,2:44:09
Zachary Thomas,M,37,USA,1769,156,2:44:10
Brian Denny,M,33,USA,1636,157,2:44:16
Sumner Jones,M,22,USA,1135,158,2:44:26
Gerasimos Angelatos,M,30,CAN,491,159,2:44:28
Thomas Black,M,31,USA,1192,160,2:44:30
Rubén Vico Blázquez,M,36,ESP,1795,161,2:44:30
Steven Tignor,M,27,USA,1341,162,2:44:37
Emanuele Ghiraldini,M,44,ITA,2547,163,2:44:38
Alexander Ferber,M,32,USA,3538,164,2:44:43
Bahou Mohamed,M,42,FRA,1501,165,2:44:45
Alexander Simon,M,30,USA,576,166,2:44:46
Dominic Kiralyfi,M,31,USA,459,167,2:44:48
Marcos Itano,M,43,BRA,1365,168,2:44:51
Ryan Thoreson,M,37,USA,1367,169,2:44:57
Alex Schupper,M,30,USA,1581,170,2:45:01
Manuel Bautista,M,39,USA,2579,171,2:45:02
Jacob Caswell,X,25,USA,549,172,2:45:12
Jarwei Fang,M,33,USA,596,173,2:45:14
Mario Wernsdoerfer,M,35,GER,447,174,2:45:15
Ludovic Cauchois,M,38,FRA,1805,175,2:45:24
Sean Quealy,M,42,USA,584,176,2:45:25
Sean Collum,M,39,GBR,2215,177,2:45:26
Jeffrey Denny,M,30,USA,1184,178,2:45:31
Oliver Landeo Carranza,M,37,PER,1469,179,2:45:32
Ruth Van Der Meijden,W,38,NED,128,180,2:45:34
Bernardo Mejia Huerta,M,36,MEX,2074,181,2:45:43
John Killeen,M,26,USA,1727,182,2:45:48
Shangyuan Luo,M,47,CHN,599,183,2:45:48
Alberto Hermoso Diaz,M,32,USA,1785,184,2:45:49
Keith Forlenza,M,35,USA,1218,185,2:46:00
Sam Geha,M,26,USA,33,186,2:46:01
Ansel Wachter,M,33,USA,1155,187,2:46:05
Drew Kiracofe,M,26,USA,474,188,2:46:06
Joao Barnewitz,M,39,BRA,2125,189,2:46:13
Reilly Bloomer,M,25,USA,1142,190,2:46:13
Brian Chin,M,29,USA,1193,191,2:46:17
Nathan Shanks,M,33,NZL,1238,192,2:46:17
Eemi Lappalainen,M,33,FIN,1351,193,2:46:21
Brian Reis,M,33,USA,473,194,2:46:31
Michael Schlichting,M,26,USA,2124,195,2:46:31
Luca Filipas,M,31,ITA,1229,196,2:46:36
Tom Moshier,M,26,USA,561,197,2:46:39
William Friedlander,M,30,USA,567,198,2:46:39
Nicholas Suhadolnik,M,32,USA,1106,199,2:46:41
Gustavo Evangelista,M,41,BRA,1435,200,2:46:41
Anthony DiBianca,M,37,USA,1523,201,2:46:51
Carlos Eduardo Oliveira,M,42,BRA,2667,202,2:46:59
Marcin Wacko,M,37,POL,1800,203,2:47:02
Nick Musumeci,M,35,USA,1246,204,2:47:06
Gregory Clark,M,31,USA,558,205,2:47:09
Rafal Andrzej Nordwing,M,34,POL,1103,206,2:47:10
Christopher Kallenbach,M,34,USA,1746,207,2:47:13
Shinsuke Adachi,M,46,JPN,1614,208,2:47:14
Stian Alexander Teigen,M,36,NOR,1138,209,2:47:17
William Tennent,M,31,NZL,2693,210,2:47:36
Mario Dimas,M,40,MEX,1214,211,2:47:37
Ryo Furukawa,M,31,USA,466,212,2:47:37
Ian Kinsella,M,40,IRL,1294,213,2:47:40
Ricardo Cortes,M,25,USA,566,214,2:47:43
Mathew Theodore,M,33,AUS,1731,215,2:47:45
Matthew Meyer,M,30,USA,1222,216,2:47:48
Fabien Filoche,M,31,FRA,5130,217,2:47:49
Carl Nelson,M,28,USA,1451,218,2:47:49
Jack Trengove,M,31,AUS,1895,219,2:47:54
Gonzalo Martinez Munoz,M,50,ESP,1463,220,2:47:56
Christian Kreienbühl,M,41,SUI,1509,221,2:48:05
Chao Zhou,M,46,CHN,1313,222,2:48:07
Matthew Howard,M,31,USA,2587,223,2:48:11
Oddvar Dirdal,M,39,NOR,1436,224,2:48:17
Gervasio Mogio Palau,M,33,ESP,1353,225,2:48:17
Jaime Castro,M,28,COL,1503,226,2:48:23
Matthew Brown Brotherton,M,33,USA,1450,227,2:48:26
Brandon Talisesky,M,31,USA,607,228,2:48:35
Todd Fergus,M,47,USA,1942,229,2:48:35
Dave Kroon,M,41,NED,1235,230,2:48:36
Kyle Bowling,M,38,USA,1262,231,2:48:37
Luke Trimble,M,33,USA,1408,232,2:48:38
Luke Juckett,M,32,USA,1253,233,2:48:39
Pierre Boulay,M,55,CAN,1494,234,2:48:40
Alfreds Apinis,M,23,LAT,1909,235,2:48:45
Jose Mota,M,35,POR,1867,236,2:48:46
Tucker Stockman,M,29,USA,493,237,2:48:53
Oran Finegan,M,46,IRL,1438,238,2:48:55
Nikolas Jon Aarland,M,34,NOR,1108,239,2:48:56
Alexandre Felicio,M,31,POR,1444,240,2:49:02
Alessandro Celant,M,29,ITA,1357,241,2:49:05
Dominic Cucic,M,31,GER,1499,242,2:49:06
Stephen Bucken,M,32,USA,1721,243,2:49:07
Iber Gonzalez Vidals,M,35,USA,598,244,2:49:09
Angel Luis Sanchez Garcia,M,27,ESP,1466,245,2:49:10
Richard Goldman,M,25,USA,2416,246,2:49:16
Brandon Hough,M,32,USA,487,247,2:49:16
Andrew Duarte,M,31,USA,2166,248,2:49:17
Joseph Espinoza,M,25,USA,2040,249,2:49:20
Adrian Scullion,M,42,IRL,1454,250,2:49:23
Alexander Hodge,M,33,ARU,1231,251,2:49:26
Edward Joudrey,M,34,GBR,2713,252,2:49:28
Chaoguang Dai,M,35,CHN,2016,253,2:49:29
"Robert Pickard, Jr.",M,33,USA,1319,254,2:49:41
Mel Briggs,W,33,USA,494,255,2:49:45
Sam Greenberg,M,27,USA,2438,256,2:49:49
Manuel Escudero,M,32,MEX,16740,257,2:49:51
Ryan Bjellquist-Ledger,M,29,USA,2027,258,2:49:58
Mieczyslaw Swiatkowski,M,38,USA,1307,259,2:50:01
Sebastian Beltran,M,27,MEX,2516,260,2:50:01
Thomas Fair,M,38,GBR,3819,261,2:50:06
Bailey Ness,W,26,USA,442,262,2:50:09
Nic Crider,M,46,USA,7165,263,2:50:12
Jeff McDonnell,M,31,IRL,1371,264,2:50:22
Ronny Arana,M,30,USA,609,265,2:50:24
Humberto Otero gonzalez,M,31,ESP,1701,266,2:50:26
Paolo Natali,M,42,ITA,1191,267,2:50:28
Claudio Gonsales,M,44,USA,1230,268,2:50:30
Robert Magliaro,M,36,USA,606,269,2:50:32
William Fayette,M,29,USA,1271,270,2:50:43
Julien Lebreton,M,39,FRA,1421,271,2:50:44
Ian Newns,M,39,GBR,1541,272,2:50:45
Alex Kramer,M,31,USA,1180,273,2:50:48
Eric Brower,M,27,USA,1458,274,2:50:49
Sean McCauley,M,30,USA,1535,275,2:50:50
Drew Miller,M,36,USA,1975,276,2:50:54
Yu Zhang,M,38,CHN,1706,277,2:50:55
Ivan Rodriguez,M,40,COL,3182,278,2:50:55
Noah Bell,M,26,USA,1551,279,2:50:57
Jacob Shuman,M,29,USA,1750,280,2:50:58
Matt Hall,M,50,GBR,2233,281,2:50:59
Fernando Garcia Martinez,M,49,ESP,1159,282,2:51:00
Frederic Limousin,M,41,FRA,1273,283,2:51:00
Marco Verch,M,41,GER,4857,284,2:51:00
Lucas Binder,M,33,USA,1626,285,2:51:02
Sean Hardy,M,27,USA,652,286,2:51:04
Luis Porto,M,27,USA,34,287,2:51:04
Ruud De Rybel,M,31,BEL,2512,288,2:51:07
Bastian Heitmann,M,26,GER,1815,289,2:51:07
Iain McDonald,M,38,GBR,1951,290,2:51:11
Antoine Moses,M,24,CAN,2071,291,2:51:12
Mina Ebrahem,M,34,EGY,5573,292,2:51:20
Jared Ismael Velazco Flores,M,24,MEX,472,293,2:51:22
Andrew Giljahn,M,30,USA,1277,294,2:51:27
Ben Johnson,M,36,USA,1381,295,2:51:27
Freddy Ruiz,M,39,ECU,580,296,2:51:29
Arnaud Enjalbert,M,35,FRA,627,297,2:51:29
Niccolò Babazzi,M,28,ITA,2523,298,2:51:30
Peter Anzovino,M,40,USA,1287,299,2:51:34
Alex Peterson,M,28,USA,2171,300,2:51:34
Hayato Shimizu,M,39,USA,2087,301,2:51:34
Alejandro Gonzalez Lamb Vazquez,M,42,MEX,2453,302,2:51:35
Tyler Bay,M,29,USA,1529,303,2:51:36
Tobias Beibl,M,32,GER,2122,304,2:51:39
Justin Weinmeister,M,28,USA,1208,305,2:51:40
Victor Manuel Fernandez Garcia,M,53,ESP,1841,306,2:51:40
