Last Name,First Name,Division,Country,BIB,Overall Place,Time,seconds,Year,Gender
Chepngetich,Ruth,25-29,KEN,102,21,02:22:31,8551.0,2021,F
Bates,Emma,25-29,USA,107,26,02:24:20,8660.0,2021,F
Hall,Sara,35-39,USA,103,41,02:27:19,8839.0,2021,F
D'Amato,Keira,35-39,USA,105,45,02:28:22,8902.0,2021,F
Kiplagat,Vivian Jerono,25-29,KEN,104,50,02:29:14,8954.0,2021,F
Krifchin,Maegan,30-34,USA,116,56,02:30:17,9017.0,2021,F
Verdon,Carrie,25-29,USA,128,63,02:31:51,9111.0,2021,F
Pagano,Sarah,30-34,USA,126,72,02:33:11,9191.0,2021,F
Belete Tola,Meseret,20-24,ETH,106,73,02:33:14,9194.0,2021,F
Flanagan,Lindsay,30-34,USA,109,75,02:33:20,9200.0,2021,F
Nukuri,Diane,35-39,USA,108,82,02:34:25,9265.0,2021,F
Ocampo,Daiana,30-34,ARG,114,88,02:34:46,9286.0,2021,F
Gray,Alia,30-34,USA,112,92,02:35:24,9324.0,2021,F
Wetsch,Bria,30-34,USA,110,94,02:35:52,9352.0,2021,F
Phillips,Amanda,35-39,USA,621,99,02:36:30,9390.0,2021,F
Bazeley,Kate,35-39,CAN,121,103,02:36:46,9406.0,2021,F
Van Ord,Tristin,25-29,USA,117,111,02:37:25,9445.0,2021,F
Lampe,Kayla,25-29,USA,552,128,02:38:25,9505.0,2021,F
Dimoff,Carrie,35-39,USA,113,130,02:38:28,9508.0,2021,F
Derks,Kathy,25-29,USA,465,134,02:38:49,9529.0,2021,F
Eder,Veronica,25-29,USA,477,149,02:40:22,9622.0,2021,F
Blaney,Anne-Marie,25-29,USA,124,151,02:40:24,9624.0,2021,F
Pratt,Olivia,25-29,USA,127,153,02:40:42,9642.0,2021,F
Watychowicz,Jessica,30-34,USA,129,155,02:40:46,9646.0,2021,F
Cocchiaro,Hannah,25-29,USA,447,156,02:40:49,9649.0,2021,F
Porter,Georgia,30-34,USA,123,171,02:42:23,9743.0,2021,F
Centner,Ann,25-29,USA,440,172,02:42:29,9749.0,2021,F
Ludick,Margaret,35-39,USA,7096,176,02:42:36,9756.0,2021,F
Montgomery,McKale,35-39,USA,582,186,02:43:04,9784.0,2021,F
