Last Name,First Name,Division,Country,BIB,Overall Place,Time,seconds,Year,Gender
Kosgei,Brigid,25-29,KEN,101,23,02:14:04,8044.0,2019,F
Yeshaneh,Ababel,25-29,ETH,106,51,02:20:51,8451.0,2019,F
Burka,Gelete,30-34,ETH,102,52,02:20:55,8455.0,2019,F
Bates,Emma,25-29,USA,109,89,02:25:27,8727.0,2019,F
Mccormack,Fionnuala,35-39,IRL,112,107,02:26:47,8807.0,2019,F
Bruce,Stephanie,35-39,USA,110,115,02:27:47,8867.0,2019,F
Flanagan,Lindsay,25-29,USA,111,121,02:28:08,8888.0,2019,F
Thweatt,Laura,30-34,USA,108,131,02:29:06,8946.0,2019,F
Weightman,Lisa,40-44,AUS,107,138,02:29:45,8985.0,2019,F
Ward,Taylor,25-29,USA,114,142,02:30:14,9014.0,2019,F
Perez,Madai,35-39,MEX,105,158,02:31:44,9104.0,2019,F
Sellers,Sarah,25-29,USA,120,161,02:31:49,9109.0,2019,F
Esser,Anke,25-29,GER,125,165,02:32:06,9126.0,2019,F
Kaneshige,Shiho,30-34,JPN,17142,184,02:33:16,9196.0,2019,F
Behm,Mia,25-29,USA,721,190,02:33:52,9232.0,2019,F
Bergman,Jennifer,25-29,USA,124,199,02:34:37,9277.0,2019,F
Anderson,Lindsey,30-34,USA,117,215,02:35:28,9328.0,2019,F
Schneider,Alyssa,25-29,USA,122,216,02:35:31,9331.0,2019,F
Roman-Duval,Julia,35-39,USA,119,221,02:35:41,9341.0,2019,F
Brumelot,Marie-Ange,25-29,FRA,401,231,02:36:23,9383.0,2019,F
Jones,Lindy,25-29,USA,514,239,02:36:59,9419.0,2019,F
Bareikis,Jane,25-29,USA,718,258,02:37:32,9452.0,2019,F
Rouse,Gina,35-39,USA,626,285,02:38:44,9524.0,2019,F
Powers,Ashlee,25-29,USA,605,292,02:39:04,9544.0,2019,F
Heckert,Kristen,30-34,USA,121,306,02:39:33,9573.0,2019,F
Montgomery,Mckale,35-39,USA,575,348,02:40:50,9650.0,2019,F
Diaz,Samantha,25-29,USA,443,352,02:41:02,9662.0,2019,F
Gentes,Megan,20-24,USA,468,355,02:41:07,9667.0,2019,F
Rock,Missy,35-39,USA,623,357,02:41:09,9669.0,2019,F
Cunningham,Megan,20-24,USA,434,358,02:41:13,9673.0,2019,F
Stoltenburg,Tessa,25-29,USA,657,360,02:41:15,9675.0,2019,F
Heenan,Erin,35-39,USA,492,362,02:41:15,9675.0,2019,F
Myers,Emily,25-29,USA,579,363,02:41:16,9676.0,2019,F
Dear,Annie,25-29,USA,441,385,02:41:52,9712.0,2019,F
