Last Name,First Name,Division,Country,BIB,Overall Place,Time,seconds,Year,Gender
Kiplagat,Florence,25-29,KEN,101,33,02:23:33,8613.0,2015,F
Melese,Yebrgual,25-29,ETH,106,35,02:23:43,8623.0,2015,F
Dibaba,Birhane,20-24,ETH,102,40,02:24:24,8664.0,2015,F
Fukushi,Kayoko,30-34,JPN,108,41,02:24:25,8665.0,2015,F
Seboka,Mulu,30-34,ETH,105,44,02:24:40,8680.0,2015,F
Assefa,Meskerem,30-34,ETH,109,48,02:25:11,8711.0,2015,F
Kastor,Deena,40-44,USA,103,67,02:27:47,8867.0,2015,F
Nukuri,Diane,30-34,BDI,110,76,02:29:13,8953.0,2015,F
Draskau Petersson,Jessica,35-39,DEN,113,80,02:30:07,9007.0,2015,F
Hall,Sara,30-34,USA,120,90,02:31:14,9074.0,2015,F
Partridge,Susan,35-39,GBR,112,94,02:31:31,9091.0,2015,F
Crouch,Sarah,25-29,USA,117,106,02:32:51,9171.0,2015,F
Britton,Fionnuala,30-34,IRL,115,112,02:33:15,9195.0,2015,F
Juodeskaite,Monika,20-24,LTU,124,126,02:34:29,9269.0,2015,F
Arenas,Maritza,25-29,MEX,3023,166,02:38:21,9501.0,2015,F
Moody,Tera,30-34,USA,114,181,02:39:32,9572.0,2015,F
Hyland,Rachel,25-29,USA,189,201,02:41:26,9686.0,2015,F
Harnish,Laura,25-29,USA,168,206,02:42:09,9729.0,2015,F
Moeller,Erin,35-39,USA,339,215,02:42:27,9747.0,2015,F
Kersjes,Lauren,20-24,USA,324,259,02:44:28,9868.0,2015,F
Calle,Maria Elena,40-44,ECU,345,262,02:44:33,9873.0,2015,F
Pineda,Yolymar,25-29,VEN,185,273,02:44:52,9892.0,2015,F
Ward,Taylor,25-29,USA,119,277,02:45:01,9901.0,2015,F
Bernardi,Alexandra,25-29,USA,328,294,02:45:50,9950.0,2015,F
Schaper,Marie,25-29,USA,402,295,02:45:54,9954.0,2015,F
Schiemann,Katie,25-29,USA,332,297,02:46:01,9961.0,2015,F
Fulton,Naomi,25-29,USA,197,304,02:46:25,9985.0,2015,F
Ueno,Eiko,40-44,JPN,126,311,02:46:39,9999.0,2015,F
Njeim,Chirine,30-34,LBN,337,312,02:46:41,10001.0,2015,F
Wrenn,Bean,40-44,USA,353,315,02:46:47,10007.0,2015,F
Moats,Joy,35-39,USA,360,319,02:46:52,10012.0,2015,F
Quinn,Julianne,25-29,USA,346,322,02:47:05,10025.0,2015,F
Overbeck Crawford,Christina,25-29,USA,358,323,02:47:06,10026.0,2015,F
Ortiz,Angela,35-39,USA,323,331,02:47:22,10042.0,2015,F
Smith,Makenna,20-24,USA,198,333,02:47:28,10048.0,2015,F
Scott,Amanda,25-29,USA,362,335,02:47:29,10049.0,2015,F
Rediger,Andrea,25-29,USA,299,337,02:47:31,10051.0,2015,F
Selert,Kir,25-29,USA,392,344,02:47:41,10061.0,2015,F
Berry,Jennifer,30-34,USA,311,351,02:47:51,10071.0,2015,F
Harper,Jessica,20-24,CAN,303,359,02:48:12,10092.0,2015,F
Hughes,Jennifer,35-39,USA,186,360,02:48:12,10092.0,2015,F
Foster,Megan,35-39,USA,184,370,02:48:33,10113.0,2015,F
Wilson,Nicole,25-29,USA,291,371,02:48:51,10131.0,2015,F
Woodruff,Julie,25-29,USA,5188,380,02:49:13,10153.0,2015,F
Davis,Lyndy,25-29,USA,175,382,02:49:19,10159.0,2015,F
Snyder,Kati,30-34,USA,5078,391,02:49:37,10177.0,2015,F
Grunnagle,Dawn,35-39,USA,121,394,02:49:43,10183.0,2015,F
Passerat De Silans,Melissandre,35-39,FRA,355,400,02:49:57,10197.0,2015,F
Olsen,Courtney,25-29,USA,173,407,02:50:07,10207.0,2015,F
Mendez,Allison,25-29,USA,122,410,02:50:11,10211.0,2015,F
Richardson,Janae,30-34,USA,354,426,02:50:37,10237.0,2015,F
Perkins,Lauren,30-34,USA,191,438,02:50:53,10253.0,2015,F
Bartolacci,Gina,25-29,USA,397,449,02:51:13,10273.0,2015,F
Jameson,Emily,35-39,USA,292,450,02:51:14,10274.0,2015,F
Wilson,Stephanie,25-29,USA,181,458,02:51:38,10298.0,2015,F
Parks,Michelle,30-34,USA,164,466,02:51:56,10316.0,2015,F
Cieslak,Kylen,25-29,USA,331,471,02:52:08,10328.0,2015,F
Stephan,Faith,25-29,USA,297,486,02:52:27,10347.0,2015,F
Firth,Charlotte,30-34,GBR,333,499,02:52:43,10363.0,2015,F
Suing,Shannon,35-39,USA,157,507,02:52:52,10372.0,2015,F
Pierret,Lindsey,25-29,USA,365,513,02:53:00,10380.0,2015,F
Kromrey,Loryn,30-34,USA,170,531,02:53:17,10397.0,2015,F
Sessions,Jasmine,30-34,USA,171,537,02:53:31,10411.0,2015,F
Hodge,Brenda,40-44,USA,371,539,02:53:32,10412.0,2015,F
Panke,Elizabeth,25-29,USA,165,541,02:53:33,10413.0,2015,F
Kurian,Emily,30-34,USA,438,565,02:54:02,10442.0,2015,F
Crutchfield,Julie,30-34,USA,153,566,02:54:02,10442.0,2015,F
Guinn,Julee,30-34,USA,180,568,02:54:06,10446.0,2015,F
Fardell,Jane,35-39,AUS,167,571,02:54:10,10450.0,2015,F
Pelchat,Marianne,35-39,CAN,387,578,02:54:24,10464.0,2015,F
Cunningham,Melissa,30-34,USA,386,590,02:54:49,10489.0,2015,F
Morimoto,Tania,25-29,USA,159,605,02:55:08,10508.0,2015,F
Ballas,Elissa,35-39,USA,376,610,02:55:11,10511.0,2015,F
Manuel,Lauren,30-34,USA,347,623,02:55:22,10522.0,2015,F
Moore,Katherine,35-39,CAN,163,630,02:55:27,10527.0,2015,F
Glasheen,Adrienne,35-39,USA,310,631,02:55:31,10531.0,2015,F
Busman,Meredith,20-24,USA,176,636,02:55:36,10536.0,2015,F
Manley,Pamela,35-39,USA,293,646,02:55:47,10547.0,2015,F
Neeper,Kathryn,30-34,USA,334,648,02:55:49,10549.0,2015,F
Zacher,Tere,40-44,USA,192,653,02:55:56,10556.0,2015,F
Teunissen,Shannon,30-34,USA,5200,654,02:56:02,10562.0,2015,F
Norbo,Carter,25-29,USA,306,657,02:56:11,10571.0,2015,F
Bailey,Elizabeth,25-29,USA,302,661,02:56:15,10575.0,2015,F
Baliga,Sr. Stephanie,25-29,USA,379,671,02:56:23,10583.0,2015,F
Pollack,Jillian,25-29,USA,12036,683,02:56:29,10589.0,2015,F
Prelle,Monica,35-39,USA,373,695,02:56:41,10601.0,2015,F
Lee,Kerry,40-44,USA,341,706,02:56:51,10611.0,2015,F
Starosciak,Kaye,40-44,USA,156,713,02:56:57,10617.0,2015,F
Sole,Amy,30-34,GBR,2008,718,02:57:00,10620.0,2015,F
Kaskalla,Tana,35-39,USA,151,734,02:57:17,10637.0,2015,F
Wall,Cassidy,35-39,USA,158,740,02:57:31,10651.0,2015,F
Adams,Brooke,25-29,USA,5242,752,02:57:40,10660.0,2015,F
Russeau,Kaylin,20-24,USA,351,776,02:58:01,10681.0,2015,F
Stephen,Susie,35-39,GBR,6001,782,02:58:07,10687.0,2015,F
Eynon,Adrienne,35-39,USA,12139,792,02:58:17,10697.0,2015,F
Lederer,Krista,35-39,USA,294,794,02:58:18,10698.0,2015,F
Nearman,Holly,25-29,USA,179,795,02:58:18,10698.0,2015,F
O'Neil,Kathleen,25-29,USA,187,800,02:58:23,10703.0,2015,F
Stone,Tia,35-39,USA,169,804,02:58:25,10705.0,2015,F
Eakin,Laura,30-34,USA,10168,813,02:58:29,10709.0,2015,F
