Last Name,First Name,Division,Country,BIB,Overall Place,Time,seconds,Year,Gender
Dibaba,Mare,20-24,ETH,103,50,02:25:37,8737.0,2014,F
Kiplagat,Florence,25-29,KEN,102,53,02:25:57,8757.0,2014,F
Dibaba,Birhane,20-24,ETH,106,61,02:27:02,8822.0,2014,F
Hastings,Amy,30-34,USA,107,62,02:27:03,8823.0,2014,F
Santucci,Clara,25-29,USA,108,101,02:32:21,9141.0,2014,F
Crouch,Sarah,25-29,USA,116,103,02:32:44,9164.0,2014,F
Burka,Gelete,25-29,ETH,127,116,02:34:17,9257.0,2014,F
White,Melissa,30-34,USA,111,117,02:34:19,9259.0,2014,F
Jimison,Lauren,20-24,USA,114,119,02:34:38,9278.0,2014,F
Cummings,Sarah,25-29,USA,120,122,02:34:47,9287.0,2014,F
Scherf,Lindsey,25-29,USA,110,146,02:37:26,9446.0,2014,F
Thomas,Wendy,35-39,USA,112,150,02:37:38,9458.0,2014,F
Portis,Laura,25-29,USA,115,161,02:38:06,9486.0,2014,F
Maxson,Allison,25-29,USA,494,170,02:39:16,9556.0,2014,F
Bevins-Lazzara,Whitney,30-34,USA,123,182,02:40:12,9612.0,2014,F
Vongvorachoti,Jane,30-34,USA,407,187,02:40:40,9640.0,2014,F
Uhl,Lisa,25-29,USA,109,189,02:40:51,9651.0,2014,F
Duke,Andrea,35-39,USA,161,192,02:41:05,9665.0,2014,F
Crowley,Loring,30-34,USA,411,204,02:41:39,9699.0,2014,F
Blackham,Merrilee,35-39,USA,457,215,02:41:59,9719.0,2014,F
Greenwood,Heidi,25-29,USA,121,224,02:42:22,9742.0,2014,F
Heckert,Kristen,25-29,USA,190,230,02:42:32,9752.0,2014,F
Composti,Jeanna,30-34,USA,186,232,02:42:34,9754.0,2014,F
Phillips,Caitlin,30-34,USA,170,239,02:42:45,9765.0,2014,F
Stephan,Faith,25-29,USA,182,244,02:42:54,9774.0,2014,F
Varanka,Alexandra,25-29,USA,166,252,02:43:19,9799.0,2014,F
Lee,Rosy,35-39,USA,398,253,02:43:20,9800.0,2014,F
Calle,Maria Elena,35-39,ECU,199,254,02:43:26,9806.0,2014,F
Tessier,Lyndsay,35-39,CAN,453,308,02:45:39,9939.0,2014,F
Muir,Tina,25-29,GBR,124,312,02:45:51,9951.0,2014,F
Moeller,Erin,35-39,USA,178,313,02:45:54,9954.0,2014,F
Schindel,Caitlin,20-24,CAN,172,315,02:45:58,9958.0,2014,F
Olsen,Courtney,25-29,USA,169,324,02:46:21,9981.0,2014,F
Kidd,Angela,35-39,USA,439,328,02:46:31,9991.0,2014,F
Kurian,Emily,30-34,USA,177,333,02:46:39,9999.0,2014,F
Knurr,Hanna,20-24,USA,183,343,02:47:11,10031.0,2014,F
Harnish,Laura,25-29,USA,197,347,02:47:27,10047.0,2014,F
Drynan,Allison,35-39,CAN,473,358,02:47:52,10072.0,2014,F
Staton,Pamela,25-29,USA,425,368,02:48:02,10082.0,2014,F
McClellan,Samantha,25-29,USA,400,379,02:48:22,10102.0,2014,F
Firth,Charlotte,25-29,GBR,467,384,02:48:31,10111.0,2014,F
Bower,Samantha,20-24,USA,399,387,02:48:36,10116.0,2014,F
Smart,Kristin,25-29,CAN,195,396,02:49:00,10140.0,2014,F
Ortiz,Angela,30-34,USA,165,403,02:49:12,10152.0,2014,F
Morrison,Amber,30-34,USA,163,405,02:49:15,10155.0,2014,F
Colligan,Nora,30-34,USA,396,414,02:49:26,10166.0,2014,F
Casey,Nicole,25-29,USA,489,432,02:49:56,10196.0,2014,F
Li,Ji,30-34,CHN,428,433,02:49:57,10197.0,2014,F
Weber,Anna,25-29,USA,450,434,02:50:01,10201.0,2014,F
Lowry,Theresa,40-44,USA,464,436,02:50:02,10202.0,2014,F
McLean,Pauline,35-39,CAN,474,451,02:50:50,10250.0,2014,F
Wachter,Erin,25-29,USA,181,453,02:50:56,10256.0,2014,F
Uible,Elisabeth,25-29,USA,180,456,02:50:59,10259.0,2014,F
Chyr,Nicole,35-39,USA,442,459,02:51:05,10265.0,2014,F
Selert,Kir,25-29,USA,434,469,02:51:23,10283.0,2014,F
Lockyer,Karen,35-39,NZL,193,475,02:51:29,10289.0,2014,F
Moll,Angela,35-39,USA,164,476,02:51:31,10291.0,2014,F
Johannsen,Denise,30-34,GER,860,482,02:51:39,10299.0,2014,F
Grevenstuk,Michelle,30-34,USA,200,495,02:52:01,10321.0,2014,F
Heitzman,Ariel,30-34,USA,162,514,02:52:45,10365.0,2014,F
Manley,Pamela,35-39,USA,476,526,02:52:56,10376.0,2014,F
Gaughan,Caitlin,25-29,USA,6061,532,02:53:06,10386.0,2014,F
Perkins,Lauren,30-34,USA,198,556,02:53:46,10426.0,2014,F
